0.986,0.71
0.985,0.695
0.979,0.67
0.973,0.648
0.978,0.619
0.978,0.613
0.975,0.613
0.969,0.613
0.972,0.64
0.974,0.661
0.976,0.68
0.977,0.687
0.978,0.688
0.979,0.689
0.975,0.673
0.967,0.66
0.962,0.647
0.938,0.629
0.923,0.532
0.914,0.485
0.906,0.429
0.887,0.383
0.871,0.341
0.845,0.346
0.889,0.402
0.901,0.494
0.904,0.521
0.929,0.605
0.93,0.629
0.943,0.646
0.959,0.666
0.97,0.685
0.973,0.682
0.968,0.667
0.963,0.647
0.954,0.567
0.951,0.513
0.924,0.439
0.876,0.382
0.831,0.302
0.773,0.239
0.675,0.185
0.599,0.148
0.574,0.131
0.556,0.155
0.516,0.2
0.555,0.32
0.71,0.435
0.84,0.459
0.936,0.473
0.938,0.544
0.94,0.663
0.958,0.692
0.99,0.775
0.988,0.867
0.978,0.909
0.974,0.953
0.979,0.952
0.988,0.931
0.991,0.905
0.991,0.87
0.991,0.816
0.991,0.779
0.99,0.782
0.989,0.793
0.986,0.809
0.98,0.805
0.971,0.787
0.964,0.77
0.959,0.765
0.963,0.756
0.966,0.762
0.965,0.741
0.964,0.711
0.967,0.656
0.966,0.613
0.959,0.601
0.948,0.613
0.943,0.61
0.936,0.599
0.924,0.55
0.899,0.497
0.874,0.484
0.853,0.488
0.85,0.491
0.868,0.481
0.874,0.481
0.863,0.476
0.834,0.464
0.822,0.466
0.824,0.452
0.831,0.441
0.86,0.4
0.87,0.391
0.868,0.394
0.863,0.4
0.873,0.432
0.902,0.448
0.926,0.466
0.942,0.494
0.951,0.54
0.951,0.556
0.929,0.59
0.858,0.635
0.83,0.631
0.889,0.603
0.925,0.591
0.941,0.599
0.949,0.593
0.967,0.571
0.977,0.605
0.981,0.697
0.982,0.72
0.976,0.718
0.969,0.7
0.96,0.685
0.953,0.645
0.95,0.615
0.949,0.578
0.955,0.54
0.952,0.459
0.933,0.4
0.91,0.413
0.885,0.343
0.858,0.278
0.833,0.282
0.807,0.332
0.738,0.327
0.629,0.251
0.471,0.214
0.286,0.187
0.141,0.144
0.073,0.108
0.067,0.098
0.104,0.108
0.184,0.133
0.257,0.169
0.348,0.228
0.457,0.284
0.561,0.289
0.653,0.27
0.737,0.261
0.81,0.285
0.846,0.305
0.851,0.303
0.854,0.32
0.862,0.329
0.845,0.362
0.819,0.466
0.866,0.481
0.924,0.519
0.937,0.501
0.891,0.396
0.805,0.314
0.669,0.278
0.554,0.277
0.575,0.3
0.635,0.316
0.652,0.318
0.63,0.293
0.547,0.225
0.423,0.158
0.333,0.121
0.29,0.112
0.27,0.107
0.257,0.1
0.245,0.097
0.242,0.106
0.259,0.106
0.279,0.092
0.31,0.09
0.338,0.09
0.349,0.088
0.347,0.094
0.348,0.09
0.35,0.082
0.337,0.081
0.352,0.099
0.43,0.151
0.492,0.201
0.497,0.226
0.5,0.232
0.491,0.22
0.479,0.193
0.471,0.158
0.46,0.126
0.442,0.1
0.435,0.089
0.434,0.091
0.43,0.095
0.428,0.094
0.42,0.093
0.409,0.089
0.384,0.093
0.366,0.095
0.361,0.094
0.37,0.097
0.401,0.106
0.442,0.118
0.491,0.132
0.556,0.14
0.662,0.213
0.759,0.328
0.819,0.381
0.846,0.38
0.857,0.376
0.862,0.38
0.87,0.374
0.862,0.362
0.842,0.347
0.814,0.31
0.796,0.277
0.775,0.258
0.751,0.261
0.724,0.268
0.705,0.29
0.7,0.28
0.674,0.237
0.653,0.251
0.644,0.234
0.638,0.212
0.645,0.201
0.669,0.213
0.686,0.239
0.683,0.267
0.713,0.309
0.782,0.391
0.833,0.407
0.833,0.378
0.808,0.354
0.806,0.323
0.762,0.353
0.679,0.391
0.605,0.411
0.557,0.406
0.59,0.41
0.573,0.402
0.553,0.375
0.61,0.369
0.65,0.38
0.662,0.394
0.685,0.436
0.67,0.395
0.661,0.332
0.656,0.274
0.644,0.259
0.639,0.226
0.644,0.209
0.638,0.254
0.632,0.323
0.641,0.366
0.644,0.394
0.651,0.407
0.655,0.407
0.641,0.391
0.602,0.352
0.577,0.32
0.554,0.308
0.529,0.314
0.546,0.333
0.558,0.349
0.558,0.328
0.529,0.27
0.463,0.239
0.429,0.233
0.413,0.238
0.458,0.24
0.503,0.217
0.526,0.202
0.541,0.178
0.538,0.164
0.526,0.179
0.575,0.201
0.677,0.291
0.762,0.398
0.788,0.414
0.798,0.397
0.796,0.379
0.788,0.358
0.782,0.337
0.78,0.317
0.829,0.313
0.87,0.398
0.896,0.432
0.929,0.485
0.958,0.544
0.972,0.588
0.98,0.613
0.984,0.627
0.985,0.642
0.981,0.632
0.977,0.642
0.973,0.644
0.969,0.624
0.965,0.607
0.966,0.609
0.971,0.61
0.975,0.582
0.973,0.556
0.967,0.535
0.959,0.504
0.945,0.464
0.921,0.425
0.888,0.38
0.857,0.341
0.829,0.314
0.808,0.3
0.794,0.294
0.786,0.287
0.767,0.272
0.735,0.259
0.698,0.256
0.672,0.251
0.658,0.248
0.648,0.243
0.631,0.246
0.583,0.235
0.524,0.208
0.478,0.185
0.454,0.174
0.448,0.167
0.46,0.157
0.484,0.145
0.501,0.147
0.497,0.137
0.479,0.122
0.448,0.108
0.416,0.094
0.395,0.088
0.386,0.086
0.382,0.084
0.374,0.081
0.367,0.08
0.355,0.076
0.341,0.068
0.336,0.061
0.341,0.057
0.352,0.054
0.367,0.054
0.369,0.045
0.349,0.034
0.321,0.025
0.292,0.019
0.266,0.017
0.254,0.017
0.266,0.023
0.297,0.042
0.329,0.067
0.356,0.084
0.382,0.096
0.402,0.103
0.407,0.104
0.395,0.099
0.376,0.09
0.362,0.084
0.363,0.084
0.388,0.094
0.432,0.112
0.491,0.136
0.55,0.161
0.601,0.18
0.645,0.198
0.685,0.212
0.717,0.217
0.726,0.236
0.724,0.245
0.711,0.242
0.702,0.243
0.71,0.254
0.733,0.251
0.77,0.283
0.804,0.327
0.829,0.323
0.844,0.325
0.845,0.343
0.841,0.318
0.84,0.33
0.84,0.345
0.84,0.347
0.837,0.334
0.839,0.341
0.84,0.33
0.841,0.332
0.847,0.334
0.856,0.337
0.864,0.346
0.869,0.355
0.87,0.364
0.862,0.386
0.852,0.376
0.845,0.361
0.844,0.362
0.857,0.376
0.879,0.378
0.903,0.403
0.92,0.432
0.927,0.49
0.928,0.433
0.928,0.428
0.926,0.425
0.918,0.41
0.909,0.4
0.896,0.383
0.874,0.361
0.847,0.336
0.821,0.314
0.815,0.306
0.822,0.308
0.839,0.316
0.855,0.324
0.862,0.337
0.868,0.337
0.869,0.323
0.845,0.298
0.811,0.259
0.814,0.259
0.826,0.3
0.808,0.32
0.801,0.287
0.823,0.275
0.852,0.292
0.879,0.323
0.896,0.344
0.904,0.355
0.899,0.349
0.875,0.343
0.829,0.303
0.8,0.283
0.813,0.288
0.831,0.305
0.841,0.334
0.866,0.352
0.889,0.381
0.893,0.424
0.89,0.42
0.895,0.399
0.905,0.426
0.912,0.473
0.906,0.467
0.899,0.436
0.91,0.437
0.928,0.454
0.942,0.444
0.961,0.501
0.976,0.584
0.982,0.63
0.98,0.674
0.979,0.607
0.978,0.618
0.971,0.634
0.958,0.636
0.933,0.605
0.913,0.57
0.901,0.552
0.882,0.488
0.847,0.412
0.788,0.343
0.762,0.29
0.798,0.322
0.832,0.372
0.829,0.379
0.794,0.317
0.795,0.309
0.825,0.337
0.844,0.349
0.864,0.341
0.893,0.343
0.91,0.349
0.922,0.376
0.936,0.404
0.948,0.444
0.959,0.482
0.968,0.519
0.971,0.55
0.97,0.568
0.963,0.609
0.95,0.63
0.914,0.467
0.82,0.296
0.584,0.256
0.467,0.392
0.519,0.411
0.674,0.367
0.763,0.329
0.777,0.256
0.77,0.215
0.763,0.251
0.743,0.256
0.711,0.244
0.695,0.254
0.689,0.328
0.695,0.405
0.73,0.454
0.778,0.459
0.806,0.433
0.814,0.402
0.803,0.402
0.814,0.392
0.819,0.39
0.83,0.381
0.823,0.383
0.831,0.379
0.821,0.379
0.813,0.376
0.785,0.346
0.776,0.339
0.777,0.332
0.79,0.281
0.791,0.242
0.793,0.253
0.804,0.308
0.831,0.335
0.848,0.325
0.86,0.366
0.883,0.443
0.893,0.473
0.908,0.435
0.921,0.393
0.917,0.394
0.914,0.371
0.907,0.367
0.891,0.356
0.879,0.367
0.866,0.371
0.854,0.38
0.855,0.386
0.863,0.398
0.872,0.402
0.88,0.419
0.886,0.443
0.886,0.44
0.877,0.461
0.862,0.447
0.853,0.434
0.851,0.432
0.857,0.434
0.864,0.44
0.869,0.435
0.876,0.401
0.881,0.415
0.879,0.439
0.869,0.431
0.846,0.38
0.808,0.335
0.765,0.328
0.732,0.329
0.72,0.311
0.724,0.323
0.73,0.323
0.737,0.312
0.747,0.308
0.755,0.312
0.766,0.312
0.776,0.348
0.788,0.376
0.797,0.337
0.782,0.337
0.753,0.346
0.699,0.292
0.638,0.257
0.61,0.255
0.623,0.254
0.677,0.325
0.734,0.394
0.758,0.391
0.735,0.367
0.718,0.332
0.705,0.295
0.711,0.283
0.724,0.264
0.73,0.259
0.719,0.241
0.703,0.221
0.696,0.22
0.722,0.233
0.77,0.248
0.795,0.23
0.77,0.187
0.702,0.164
0.635,0.167
0.589,0.146
0.549,0.13
0.486,0.106
0.433,0.086
0.388,0.083
0.377,0.084
0.418,0.118
0.533,0.191
0.633,0.305
0.657,0.355
0.666,0.364
0.71,0.371
0.758,0.387
0.785,0.395
0.809,0.415
0.828,0.42
0.849,0.419
0.89,0.437
0.914,0.477
0.918,0.519
0.936,0.537
0.955,0.558
0.97,0.595
0.979,0.623
0.977,0.638
0.975,0.647
0.966,0.648
0.943,0.59
0.92,0.54
0.896,0.501
0.889,0.491
0.88,0.488
0.863,0.461
0.875,0.455
0.895,0.445
0.896,0.432
0.894,0.42
0.893,0.407
0.894,0.401
0.893,0.407
0.89,0.406
0.886,0.397
0.88,0.388
0.863,0.382
0.839,0.386
0.831,0.399
0.819,0.392
0.811,0.32
0.806,0.261
0.779,0.236
0.768,0.246
0.75,0.229
0.719,0.217
0.717,0.279
0.741,0.367
0.755,0.43
0.746,0.455
0.731,0.458
0.72,0.438
0.726,0.398
0.671,0.353
0.622,0.317
0.544,0.283
0.457,0.243
0.369,0.198
0.305,0.142
0.272,0.099
0.276,0.082
0.285,0.076
0.303,0.081
0.333,0.086
0.351,0.082
0.367,0.085
0.398,0.121
0.415,0.17
0.42,0.207
0.45,0.243
0.556,0.273
0.671,0.366
0.75,0.417
0.773,0.404
0.795,0.388
0.812,0.362
0.843,0.334
0.811,0.294
0.766,0.282
0.73,0.256
0.711,0.254
0.668,0.264
0.64,0.272
0.632,0.289
0.633,0.299
0.645,0.315
0.653,0.323
0.651,0.292
0.627,0.245
0.613,0.241
0.623,0.243
0.651,0.266
0.695,0.251
0.682,0.238
0.633,0.213
0.579,0.218
0.56,0.264
0.578,0.321
0.593,0.364
0.599,0.381
0.616,0.382
0.629,0.355
0.602,0.319
0.575,0.297
0.557,0.274
0.563,0.244
0.609,0.256
0.684,0.28
0.751,0.297
0.819,0.337
0.87,0.361
0.896,0.43
0.888,0.391
0.874,0.386
0.868,0.361
0.82,0.328
0.785,0.286
0.792,0.302
0.819,0.352
0.862,0.439
0.838,0.544
0.84,0.561
0.857,0.542
0.868,0.51
0.893,0.517
0.906,0.529
0.897,0.547
0.938,0.615
0.948,0.644
0.933,0.582
0.935,0.599
0.958,0.622
0.961,0.636
0.947,0.638
0.94,0.64
0.937,0.621
0.961,0.578
0.966,0.55
0.961,0.566
0.957,0.63
0.944,0.58
0.928,0.511
0.89,0.46
0.843,0.453
0.814,0.467
0.812,0.507
0.821,0.525
0.819,0.525
0.821,0.503
0.855,0.501
0.906,0.538
0.941,0.569
0.963,0.656
0.963,0.678
0.948,0.626
0.942,0.644
0.948,0.597
0.941,0.6
0.927,0.717
0.91,0.66
0.914,0.651
0.95,0.739
0.975,0.768
0.97,0.877
0.958,0.935
0.944,0.947
0.922,0.93
0.874,0.914
0.92,0.907
0.974,0.926
0.98,0.9
0.983,0.836
0.972,0.729
0.926,0.552
0.897,0.489
0.91,0.484
0.882,0.442
0.833,0.361
0.783,0.338
0.801,0.343
0.85,0.405
0.881,0.488
0.912,0.549
0.939,0.572
0.961,0.586
0.978,0.593
0.98,0.668
0.977,0.76
0.97,0.802
0.957,0.77
0.953,0.698
0.927,0.629
0.903,0.547
0.91,0.546
0.916,0.536
0.916,0.532
0.91,0.526
0.906,0.538
0.906,0.484
0.917,0.531
0.929,0.565
0.951,0.592
0.965,0.613
0.975,0.614
0.978,0.607
0.983,0.605
0.987,0.604
0.988,0.618
0.989,0.718
0.991,0.785
0.991,0.858
0.991,0.879
0.991,0.896
0.991,0.9
0.989,0.879
0.981,0.822
0.981,0.767
0.987,0.734
0.989,0.729
0.99,0.723
0.988,0.692
0.981,0.645
0.972,0.586
0.964,0.569
0.95,0.527
0.918,0.47
0.855,0.437
0.791,0.426
0.744,0.375
0.708,0.305
0.642,0.281
0.64,0.302
0.594,0.238
0.52,0.221
0.454,0.178
0.362,0.135
0.28,0.083
0.214,0.074
0.19,0.164
0.264,0.298
0.42,0.382
0.529,0.404
0.535,0.388
0.488,0.355
0.42,0.317
0.398,0.279
0.417,0.231
0.401,0.18
0.333,0.115
0.238,0.08
0.143,0.103
0.069,0.179
0.053,0.251
0.078,0.289
0.138,0.291
0.234,0.269
0.336,0.278
0.413,0.325
0.524,0.376
0.668,0.499
0.757,0.547
0.766,0.525
0.752,0.444
0.752,0.424
0.785,0.48
0.869,0.535
0.929,0.551
0.954,0.575
0.969,0.595
0.964,0.695
0.937,0.657
0.883,0.54
0.804,0.429
0.734,0.332
0.706,0.27
0.756,0.259
0.837,0.264
0.846,0.311
0.846,0.293
0.839,0.332
0.839,0.415
0.833,0.469
0.796,0.47
0.788,0.473
0.799,0.486
0.807,0.461
0.846,0.418
0.889,0.45
0.916,0.532
0.936,0.574
0.962,0.604
0.977,0.623
0.984,0.623
0.989,0.641
0.989,0.751
0.99,0.804
0.991,0.781
0.986,0.78
0.98,0.714
0.98,0.705
0.981,0.715
0.977,0.724
0.975,0.73
0.973,0.725
0.962,0.695
0.954,0.679
0.941,0.62
0.894,0.481
0.801,0.345
0.718,0.21
0.577,0.165
0.457,0.251
0.459,0.291
0.445,0.232
0.389,0.134
0.348,0.093
0.364,0.14
0.424,0.211
0.499,0.283
0.604,0.33
0.703,0.308
0.762,0.338
0.77,0.367
0.776,0.336
0.801,0.325
0.796,0.315
0.809,0.329
0.854,0.348
0.842,0.369
0.816,0.315
0.784,0.295
0.759,0.34
0.725,0.353
0.697,0.345
0.693,0.355
0.702,0.394
0.765,0.476
0.857,0.494
0.909,0.535
0.941,0.579
0.968,0.735
0.982,0.835
0.985,0.821
0.985,0.805
0.99,0.826
0.987,0.839
0.986,0.833
0.985,0.815
0.99,0.827
0.991,0.84
0.988,0.852
0.986,0.853
0.984,0.877
0.979,0.906
0.974,0.926
0.97,0.927
0.973,0.923
0.976,0.91
0.981,0.891
0.982,0.873
0.982,0.868
0.976,0.877
0.966,0.887
0.957,0.896
0.952,0.906
0.964,0.917
0.979,0.915
0.99,0.906
0.99,0.882
0.986,0.851
0.983,0.824
0.982,0.807
0.982,0.798
0.983,0.792
0.985,0.793
0.985,0.793
0.984,0.801
0.983,0.843
0.983,0.862
0.981,0.861
0.972,0.848
0.957,0.816
0.941,0.752
0.927,0.668
0.911,0.613
0.907,0.555
0.903,0.479
0.893,0.432
0.882,0.43
0.86,0.421
0.834,0.39
0.789,0.36
0.719,0.31
0.661,0.234
0.618,0.178
0.541,0.142
0.517,0.113
0.484,0.11
0.444,0.108
0.406,0.105
0.395,0.1
0.361,0.127
0.309,0.137
0.264,0.153
0.227,0.169
0.195,0.171
0.176,0.164
0.186,0.172
0.207,0.195
0.253,0.206
0.326,0.21
0.428,0.208
0.525,0.201
0.574,0.195
0.584,0.205
0.569,0.228
0.551,0.251
0.547,0.276
0.535,0.287
0.519,0.259
0.505,0.218
0.525,0.203
0.571,0.22
0.617,0.214
0.63,0.157
0.588,0.119
0.555,0.112
0.525,0.153
0.522,0.161
0.526,0.148
0.538,0.152
0.568,0.203
0.593,0.28
0.613,0.338
0.614,0.341
0.59,0.314
0.552,0.284
0.519,0.277
0.488,0.294
0.469,0.295
0.471,0.261
0.493,0.233
0.513,0.241
0.516,0.259
0.516,0.289
0.532,0.311
0.529,0.335
0.538,0.319
0.537,0.321
0.557,0.328
0.585,0.328
0.58,0.328
0.586,0.325
0.635,0.305
0.69,0.256
0.744,0.245
0.754,0.328
0.744,0.365
0.722,0.367
0.707,0.376
0.669,0.345
0.62,0.3
0.593,0.271
0.613,0.243
0.574,0.183
0.532,0.132
0.507,0.118
0.458,0.125
0.458,0.135
0.501,0.158
0.545,0.187
0.607,0.202
0.68,0.258
0.724,0.313
0.777,0.425
0.839,0.51
0.871,0.55
0.876,0.556
0.902,0.533
0.918,0.522
0.92,0.535
0.924,0.506
0.935,0.493
0.93,0.488
0.938,0.494
0.931,0.5
0.909,0.495
0.887,0.563
0.867,0.516
0.829,0.449
0.832,0.35
0.812,0.337
0.789,0.37
0.739,0.385
0.696,0.33
0.676,0.266
0.635,0.295
0.61,0.38
0.618,0.425
0.641,0.435
0.639,0.447
0.605,0.441
0.598,0.362
0.635,0.314
0.676,0.325
0.724,0.373
0.759,0.404
0.777,0.412
0.799,0.413
0.83,0.421
0.857,0.435
0.868,0.45
0.876,0.446
0.882,0.437
0.91,0.432
0.907,0.435
0.9,0.448
0.916,0.464
0.926,0.468
0.918,0.438
0.918,0.407
0.91,0.516
0.895,0.538
0.891,0.532
0.887,0.505
0.86,0.459
0.823,0.372
0.807,0.304
0.791,0.326
0.783,0.355
0.779,0.367
0.772,0.37
0.738,0.374
0.701,0.379
0.71,0.386
0.752,0.404
0.788,0.426
0.804,0.414
0.826,0.375
0.827,0.314
0.823,0.282
0.809,0.264
0.855,0.274
0.869,0.289
0.903,0.387
0.908,0.448
0.908,0.498
0.911,0.523
0.923,0.532
0.946,0.523
0.939,0.482
0.94,0.431
0.946,0.454
0.924,0.532
0.931,0.51
0.919,0.48
0.896,0.458
0.889,0.457
0.872,0.4
0.849,0.373
0.814,0.338
0.759,0.319
0.69,0.311
0.643,0.316
0.633,0.335
0.654,0.345
0.685,0.332
0.703,0.274
0.719,0.227
0.762,0.318
0.814,0.499
0.862,0.56
0.89,0.582
0.897,0.571
0.886,0.526
0.863,0.507
0.856,0.536
0.859,0.58
0.844,0.56
0.812,0.519
0.766,0.472
0.722,0.442
0.678,0.413
0.635,0.386
0.608,0.365
0.595,0.355
0.593,0.359
0.601,0.365
0.618,0.368
0.633,0.368
0.642,0.353
0.638,0.25
0.622,0.16
0.612,0.158
0.628,0.208
0.674,0.251
0.741,0.274
0.754,0.278
0.732,0.254
0.747,0.31
0.793,0.41
0.786,0.47
0.731,0.456
0.69,0.425
0.644,0.361
0.573,0.315
0.574,0.326
0.594,0.332
0.599,0.327
0.584,0.312
0.559,0.305
0.529,0.298
0.494,0.286
0.466,0.265
0.438,0.22
0.397,0.138
0.38,0.095
0.379,0.118
0.382,0.135
0.363,0.138
0.352,0.132
0.308,0.114
0.235,0.093
0.18,0.073
0.15,0.058
0.156,0.046
0.194,0.048
0.27,0.06
0.345,0.079
0.402,0.105
0.429,0.124
0.432,0.132
0.426,0.132
0.421,0.129
0.432,0.129
0.443,0.132
0.454,0.141
0.464,0.138
0.491,0.132
0.535,0.124
0.556,0.141
0.625,0.2
0.691,0.31
0.699,0.348
0.73,0.367
0.806,0.386
0.84,0.386
0.85,0.394
0.849,0.444
0.856,0.485
0.858,0.459
0.831,0.403
0.767,0.367
0.728,0.38
0.718,0.34
0.668,0.32
0.572,0.275
0.483,0.234
0.4,0.191
0.324,0.159
0.261,0.144
0.222,0.132
0.188,0.115
0.158,0.087
0.124,0.064
0.09,0.043
0.057,0.027
0.028,0.016
0.011,0.008
0.007,0.008
0.009,0.013
0.014,0.021
0.024,0.036
0.038,0.072
0.055,0.114
0.068,0.144
0.077,0.159
0.082,0.161
0.084,0.159
0.096,0.163
0.114,0.179
0.14,0.199
0.169,0.208
0.195,0.206
0.22,0.205
0.251,0.197
0.3,0.19
0.362,0.159
0.413,0.141
0.424,0.136
0.423,0.138
0.457,0.144
0.461,0.133
0.457,0.105
0.408,0.077
0.402,0.083
0.432,0.093
0.464,0.083
0.471,0.074
0.418,0.073
0.321,0.071
0.237,0.058
0.165,0.041
0.119,0.037
0.104,0.05
0.106,0.078
0.137,0.118
0.204,0.14
0.284,0.147
0.348,0.148
0.403,0.153
0.453,0.169
0.507,0.216
0.56,0.225
0.602,0.241
0.628,0.242
0.626,0.228
0.62,0.223
0.623,0.219
0.661,0.199
0.704,0.23
0.74,0.299
0.779,0.359
0.8,0.413
0.788,0.459
0.765,0.47
0.743,0.448
0.734,0.422
0.737,0.402
0.744,0.383
0.75,0.352
0.762,0.302
0.781,0.296
0.794,0.294
0.804,0.349
0.802,0.31
0.811,0.393
0.798,0.442
0.777,0.501
0.752,0.502
0.725,0.466
0.718,0.414
0.69,0.355
0.637,0.291
0.599,0.266
0.552,0.252
0.492,0.231
0.434,0.201
0.355,0.167
0.289,0.137
0.233,0.104
0.169,0.065
0.118,0.033
0.073,0.015
0.038,0.011
0.016,0.012
0.005,0.013
0.002,0.012
0.007,0.01
0.019,0.006
0.028,0.003
0.03,0.002
0.031,0.002
0.024,0.003
0.014,0.005
0.006,0.005
0.003,0.003
0.01,0.003
0.03,0.01
0.058,0.021
0.078,0.028
0.082,0.029
0.067,0.023
0.043,0.017
0.029,0.013
0.022,0.01
0.015,0.008
0.007,0.008
0.002,0.012
0.01,0.026
0.019,0.043
0.023,0.053
0.021,0.053
0.017,0.041
0.01,0.03
0.003,0.035
0.003,0.039
0.015,0.047
0.048,0.065
0.08,0.079
0.101,0.088
0.103,0.095
0.09,0.118
0.075,0.118
0.057,0.095
0.042,0.06
0.045,0.026
0.058,0.008
0.085,0.001
0.136,0.004
0.207,0.012
0.289,0.024
0.355,0.035
0.386,0.039
0.41,0.039
0.449,0.042
0.49,0.049
0.519,0.057
0.556,0.065
0.58,0.084
0.586,0.114
0.615,0.138
0.644,0.146
0.661,0.153
0.668,0.155
0.661,0.134
0.637,0.133
0.637,0.145
0.676,0.188
0.724,0.273
0.755,0.369
0.768,0.428
0.769,0.432
0.757,0.417
0.744,0.4
0.731,0.381
0.727,0.364
0.726,0.344
0.726,0.323
0.726,0.292
0.733,0.255
0.737,0.19
0.744,0.144
0.768,0.177
0.814,0.277
0.856,0.308
0.884,0.338
0.9,0.347
0.907,0.317
0.905,0.294
0.908,0.316
0.919,0.341
0.88,0.383
0.839,0.391
0.771,0.379
0.727,0.352
0.657,0.31
0.621,0.256
0.566,0.228
0.459,0.175
0.282,0.102
0.101,0.027
0.014,0.004
0.013,0.008
0.087,0.022
0.175,0.037
0.234,0.054
0.3,0.085
0.333,0.1
0.349,0.112
0.364,0.116
0.394,0.119
0.479,0.137
0.619,0.182
0.77,0.355
0.857,0.547
0.874,0.586
0.872,0.563
0.865,0.55
0.856,0.539
0.846,0.523
0.832,0.498
0.809,0.471
0.779,0.441
0.757,0.41
0.747,0.379
0.737,0.352
0.731,0.329
0.726,0.28
0.707,0.159
0.682,0.102
0.682,0.133
0.725,0.206
0.753,0.227
0.766,0.243
0.763,0.243
0.731,0.217
0.703,0.264
0.666,0.369
0.633,0.475
0.615,0.541
0.612,0.566
0.622,0.547
0.635,0.51
0.623,0.464
0.597,0.41
0.593,0.355
0.615,0.303
0.626,0.264
0.633,0.245
0.642,0.259
0.639,0.295
0.61,0.3
0.527,0.177
0.439,0.079
0.376,0.045
0.337,0.048
0.306,0.038
0.268,0.041
0.289,0.048
0.419,0.057
0.595,0.106
0.692,0.248
0.75,0.39
0.775,0.383
0.791,0.323
0.77,0.302
0.772,0.305
0.764,0.289
0.737,0.27
0.683,0.258
0.636,0.237
0.61,0.262
0.59,0.282
0.553,0.276
0.502,0.267
0.457,0.259
0.417,0.223
0.378,0.196
0.325,0.169
0.303,0.16
0.316,0.181
0.351,0.188
0.403,0.201
0.456,0.228
0.484,0.236
0.517,0.308
0.55,0.43
0.556,0.457
0.527,0.425
0.471,0.389
0.403,0.365
0.345,0.339
0.296,0.311
0.254,0.278
0.205,0.23
0.159,0.188
0.139,0.167
0.131,0.153
0.128,0.13
0.139,0.093
0.142,0.061
0.14,0.066
0.141,0.07
0.147,0.094
0.158,0.109
0.141,0.101
0.113,0.088
0.09,0.076
0.08,0.07
0.095,0.097
0.134,0.149
0.177,0.198
0.209,0.225
0.229,0.229
0.238,0.227
0.242,0.231
0.233,0.234
0.212,0.225
0.182,0.195
0.146,0.159
0.116,0.132
0.089,0.115
0.064,0.101
0.043,0.079
0.029,0.035
0.023,0.009
0.026,0.003
0.034,0.003
0.048,0.009
0.083,0.018
0.141,0.031
0.214,0.051
0.272,0.094
0.308,0.182
0.339,0.27
0.36,0.294
0.367,0.259
0.362,0.204
0.32,0.159
0.279,0.124
0.27,0.104
0.237,0.093
0.18,0.075
0.148,0.052
0.136,0.036
0.087,0.034
0.03,0.027
0.017,0.007
0.01,0.003
0.014,0.008
0.061,0.014
0.135,0.02
0.231,0.035
0.346,0.061
0.472,0.09
0.629,0.134
0.76,0.183
0.832,0.241
0.862,0.381
0.913,0.491
0.955,0.513
0.971,0.525
