time,unit,fuel,output,capacity
5617,3,Wind onshore,56.39999999999999,200.0
5617,4,Wind offshore,148.0,200.0
5618,1,Solar PV,0.0,200.0
5618,2,Wind offshore,148.2,200.0
5618,3,Wind onshore,55.800000000000004,200.0
5618,4,Wind offshore,148.2,200.0
5619,1,Solar PV,0.0,200.0
5619,2,Wind offshore,145.79999999999998,200.0
5619,3,Wind onshore,54.400000000000006,200.0
5619,4,Wind offshore,145.79999999999998,200.0
5620,1,Solar PV,0.0,200.0
5620,2,Wind offshore,140.2,200.0
5620,3,Wind onshore,53.0,200.0
5620,4,Wind offshore,140.2,200.0
5621,1,Solar PV,0.0,200.0
5621,2,Wind offshore,133.6,200.0
5621,3,Wind onshore,49.4,200.0
5621,4,Wind offshore,133.6,200.0
5622,1,Solar PV,0.6,200.0
5622,2,Wind offshore,127.4,200.0
5622,3,Wind onshore,40.2,200.0
5622,4,Wind offshore,127.4,200.0
5623,1,Solar PV,15.8,200.0
5623,2,Wind offshore,122.6,200.0
5623,3,Wind onshore,35.0,200.0
5623,4,Wind offshore,122.6,200.0
5624,1,Solar PV,55.800000000000004,200.0
5624,2,Wind offshore,119.8,200.0
5624,3,Wind onshore,42.4,200.0
5624,4,Wind offshore,119.8,200.0
5625,1,Solar PV,85.8,200.0
5625,2,Wind offshore,117.39999999999999,200.0
5625,3,Wind onshore,50.2,200.0
5625,4,Wind offshore,117.39999999999999,200.0
5626,1,Solar PV,81.6,200.0
5626,2,Wind offshore,118.8,200.0
5626,3,Wind onshore,52.0,200.0
5626,4,Wind offshore,118.8,200.0
5627,1,Solar PV,50.6,200.0
5627,2,Wind offshore,122.0,200.0
5627,3,Wind onshore,53.6,200.0
5627,4,Wind offshore,122.0,200.0
5628,1,Solar PV,39.6,200.0
5628,2,Wind offshore,122.0,200.0
5628,3,Wind onshore,54.0,200.0
5628,4,Wind offshore,122.0,200.0
5629,1,Solar PV,23.599999999999998,200.0
5629,2,Wind offshore,118.19999999999999,200.0
5629,3,Wind onshore,52.6,200.0
5629,4,Wind offshore,118.19999999999999,200.0
5630,1,Solar PV,20.0,200.0
5630,2,Wind offshore,112.00000000000001,200.0
5630,3,Wind onshore,49.8,200.0
5630,4,Wind offshore,112.00000000000001,200.0
5631,1,Solar PV,18.0,200.0
5631,2,Wind offshore,105.0,200.0
5631,3,Wind onshore,46.400000000000006,200.0
5631,4,Wind offshore,105.0,200.0
5632,1,Solar PV,27.800000000000004,200.0
5632,2,Wind offshore,97.6,200.0
5632,3,Wind onshore,41.0,200.0
5632,4,Wind offshore,97.6,200.0
5633,1,Solar PV,13.0,200.0
5633,2,Wind offshore,90.4,200.0
5633,3,Wind onshore,32.4,200.0
5633,4,Wind offshore,90.4,200.0
5634,1,Solar PV,7.199999999999999,200.0
5634,2,Wind offshore,87.0,200.0
5634,3,Wind onshore,28.799999999999997,200.0
5634,4,Wind offshore,87.0,200.0
5635,1,Solar PV,0.2,200.0
5635,2,Wind offshore,86.4,200.0
5635,3,Wind onshore,34.8,200.0
5635,4,Wind offshore,86.4,200.0
5636,1,Solar PV,0.0,200.0
5636,2,Wind offshore,86.4,200.0
5636,3,Wind onshore,41.4,200.0
5636,4,Wind offshore,86.4,200.0
5637,1,Solar PV,0.0,200.0
5637,2,Wind offshore,89.4,200.0
5637,3,Wind onshore,46.6,200.0
5637,4,Wind offshore,89.4,200.0
5638,1,Solar PV,0.0,200.0
5638,2,Wind offshore,90.2,200.0
5638,3,Wind onshore,49.2,200.0
5638,4,Wind offshore,90.2,200.0
5639,1,Solar PV,0.0,200.0
5639,2,Wind offshore,90.60000000000001,200.0
5639,3,Wind onshore,50.2,200.0
5639,4,Wind offshore,90.60000000000001,200.0
5640,1,Solar PV,0.0,200.0
5640,2,Wind offshore,94.0,200.0
5640,3,Wind onshore,50.2,200.0
5640,4,Wind offshore,94.0,200.0
5641,1,Solar PV,0.0,200.0
5641,2,Wind offshore,99.0,200.0
5641,3,Wind onshore,49.4,200.0
5641,4,Wind offshore,99.0,200.0
5642,1,Solar PV,0.0,200.0
5642,2,Wind offshore,102.60000000000001,200.0
5642,3,Wind onshore,45.4,200.0
5642,4,Wind offshore,102.60000000000001,200.0
5643,1,Solar PV,0.0,200.0
5643,2,Wind offshore,104.60000000000001,200.0
5643,3,Wind onshore,42.199999999999996,200.0
5643,4,Wind offshore,104.60000000000001,200.0
5644,1,Solar PV,0.0,200.0
5644,2,Wind offshore,111.20000000000002,200.0
5644,3,Wind onshore,40.8,200.0
5644,4,Wind offshore,111.20000000000002,200.0
5645,1,Solar PV,0.0,200.0
5645,2,Wind offshore,121.0,200.0
5645,3,Wind onshore,39.800000000000004,200.0
5645,4,Wind offshore,121.0,200.0
5646,1,Solar PV,6.2,200.0
5646,2,Wind offshore,130.8,200.0
5646,3,Wind onshore,35.6,200.0
5646,4,Wind offshore,130.8,200.0
5647,1,Solar PV,40.400000000000006,200.0
5647,2,Wind offshore,138.2,200.0
5647,3,Wind onshore,34.599999999999994,200.0
5647,4,Wind offshore,138.2,200.0
5648,1,Solar PV,77.4,200.0
5648,2,Wind offshore,145.2,200.0
5648,3,Wind onshore,42.4,200.0
5648,4,Wind offshore,145.2,200.0
5649,1,Solar PV,107.2,200.0
5649,2,Wind offshore,151.6,200.0
5649,3,Wind onshore,53.2,200.0
5649,4,Wind offshore,151.6,200.0
5650,1,Solar PV,94.0,200.0
5650,2,Wind offshore,156.4,200.0
5650,3,Wind onshore,60.6,200.0
5650,4,Wind offshore,156.4,200.0
5651,1,Solar PV,76.4,200.0
5651,2,Wind offshore,159.8,200.0
5651,3,Wind onshore,68.4,200.0
5651,4,Wind offshore,159.8,200.0
5652,1,Solar PV,114.39999999999999,200.0
5652,2,Wind offshore,160.0,200.0
5652,3,Wind onshore,75.8,200.0
5652,4,Wind offshore,160.0,200.0
5653,1,Solar PV,62.8,200.0
5653,2,Wind offshore,156.20000000000002,200.0
5653,3,Wind onshore,77.60000000000001,200.0
5653,4,Wind offshore,156.20000000000002,200.0
5654,1,Solar PV,103.8,200.0
5654,2,Wind offshore,148.8,200.0
5654,3,Wind onshore,76.6,200.0
5654,4,Wind offshore,148.8,200.0
5655,1,Solar PV,116.39999999999999,200.0
5655,2,Wind offshore,139.2,200.0
5655,3,Wind onshore,73.8,200.0
5655,4,Wind offshore,139.2,200.0
5656,1,Solar PV,62.2,200.0
5656,2,Wind offshore,127.4,200.0
5656,3,Wind onshore,67.4,200.0
5656,4,Wind offshore,127.4,200.0
5657,1,Solar PV,31.2,200.0
5657,2,Wind offshore,113.6,200.0
5657,3,Wind onshore,51.0,200.0
5657,4,Wind offshore,113.6,200.0
5658,1,Solar PV,15.4,200.0
5658,2,Wind offshore,99.2,200.0
5658,3,Wind onshore,35.199999999999996,200.0
5658,4,Wind offshore,99.2,200.0
5659,1,Solar PV,0.4,200.0
5659,2,Wind offshore,88.4,200.0
5659,3,Wind onshore,33.800000000000004,200.0
5659,4,Wind offshore,88.4,200.0
5660,1,Solar PV,0.0,200.0
5660,2,Wind offshore,81.39999999999999,200.0
5660,3,Wind onshore,38.0,200.0
5660,4,Wind offshore,81.39999999999999,200.0
5661,1,Solar PV,0.0,200.0
5661,2,Wind offshore,81.8,200.0
5661,3,Wind onshore,44.6,200.0
5661,4,Wind offshore,81.8,200.0
5662,1,Solar PV,0.0,200.0
5662,2,Wind offshore,87.2,200.0
5662,3,Wind onshore,50.4,200.0
5662,4,Wind offshore,87.2,200.0
5663,1,Solar PV,0.0,200.0
5663,2,Wind offshore,91.0,200.0
5663,3,Wind onshore,52.2,200.0
5663,4,Wind offshore,91.0,200.0
5664,1,Solar PV,0.0,200.0
5664,2,Wind offshore,95.19999999999999,200.0
5664,3,Wind onshore,54.0,200.0
5664,4,Wind offshore,95.19999999999999,200.0
5665,1,Solar PV,0.0,200.0
5665,2,Wind offshore,99.6,200.0
5665,3,Wind onshore,56.00000000000001,200.0
5665,4,Wind offshore,99.6,200.0
5666,1,Solar PV,0.0,200.0
5666,2,Wind offshore,102.0,200.0
5666,3,Wind onshore,54.6,200.0
5666,4,Wind offshore,102.0,200.0
5667,1,Solar PV,0.0,200.0
5667,2,Wind offshore,100.2,200.0
5667,3,Wind onshore,49.8,200.0
5667,4,Wind offshore,100.2,200.0
5668,1,Solar PV,0.0,200.0
5668,2,Wind offshore,97.6,200.0
5668,3,Wind onshore,41.4,200.0
5668,4,Wind offshore,97.6,200.0
5669,1,Solar PV,0.0,200.0
5669,2,Wind offshore,93.60000000000001,200.0
5669,3,Wind onshore,36.4,200.0
5669,4,Wind offshore,93.60000000000001,200.0
5670,1,Solar PV,2.1999999999999997,200.0
5670,2,Wind offshore,86.4,200.0
5670,3,Wind onshore,30.8,200.0
5670,4,Wind offshore,86.4,200.0
5671,1,Solar PV,18.4,200.0
5671,2,Wind offshore,76.4,200.0
5671,3,Wind onshore,24.6,200.0
5671,4,Wind offshore,76.4,200.0
5672,1,Solar PV,42.8,200.0
5672,2,Wind offshore,73.0,200.0
5672,3,Wind onshore,28.799999999999997,200.0
5672,4,Wind offshore,73.0,200.0
5673,1,Solar PV,64.4,200.0
5673,2,Wind offshore,74.4,200.0
5673,3,Wind onshore,37.6,200.0
5673,4,Wind offshore,74.4,200.0
5674,1,Solar PV,61.4,200.0
5674,2,Wind offshore,74.8,200.0
5674,3,Wind onshore,36.8,200.0
5674,4,Wind offshore,74.8,200.0
5675,1,Solar PV,91.4,200.0
5675,2,Wind offshore,69.39999999999999,200.0
5675,3,Wind onshore,34.599999999999994,200.0
5675,4,Wind offshore,69.39999999999999,200.0
5676,1,Solar PV,138.6,200.0
5676,2,Wind offshore,64.60000000000001,200.0
5676,3,Wind onshore,33.4,200.0
5676,4,Wind offshore,64.60000000000001,200.0
5677,1,Solar PV,110.80000000000001,200.0
5677,2,Wind offshore,61.6,200.0
5677,3,Wind onshore,33.0,200.0
5677,4,Wind offshore,61.6,200.0
5678,1,Solar PV,53.2,200.0
5678,2,Wind offshore,52.800000000000004,200.0
5678,3,Wind onshore,28.000000000000004,200.0
5678,4,Wind offshore,52.800000000000004,200.0
5679,1,Solar PV,30.8,200.0
5679,2,Wind offshore,42.199999999999996,200.0
5679,3,Wind onshore,21.4,200.0
5679,4,Wind offshore,42.199999999999996,200.0
5680,1,Solar PV,28.199999999999996,200.0
5680,2,Wind offshore,30.4,200.0
5680,3,Wind onshore,14.2,200.0
5680,4,Wind offshore,30.4,200.0
5681,1,Solar PV,9.6,200.0
5681,2,Wind offshore,21.0,200.0
5681,3,Wind onshore,7.6,200.0
5681,4,Wind offshore,21.0,200.0
5682,1,Solar PV,7.000000000000001,200.0
5682,2,Wind offshore,14.000000000000002,200.0
5682,3,Wind onshore,3.5999999999999996,200.0
5682,4,Wind offshore,14.000000000000002,200.0
5683,1,Solar PV,0.2,200.0
5683,2,Wind offshore,9.0,200.0
5683,3,Wind onshore,2.0,200.0
5683,4,Wind offshore,9.0,200.0
5684,1,Solar PV,0.0,200.0
5684,2,Wind offshore,5.0,200.0
5684,3,Wind onshore,3.5999999999999996,200.0
5684,4,Wind offshore,5.0,200.0
5685,1,Solar PV,0.0,200.0
5685,2,Wind offshore,3.4000000000000004,200.0
5685,3,Wind onshore,8.0,200.0
5685,4,Wind offshore,3.4000000000000004,200.0
5686,1,Solar PV,0.0,200.0
5686,2,Wind offshore,3.4000000000000004,200.0
5686,3,Wind onshore,13.600000000000001,200.0
5686,4,Wind offshore,3.4000000000000004,200.0
5687,1,Solar PV,0.0,200.0
5687,2,Wind offshore,4.8,200.0
5687,3,Wind onshore,19.6,200.0
5687,4,Wind offshore,4.8,200.0
5688,1,Solar PV,0.0,200.0
5688,2,Wind offshore,7.8,200.0
5688,3,Wind onshore,25.4,200.0
5688,4,Wind offshore,7.8,200.0
5689,1,Solar PV,0.0,200.0
5689,2,Wind offshore,12.8,200.0
5689,3,Wind onshore,31.6,200.0
5689,4,Wind offshore,12.8,200.0
5690,1,Solar PV,0.0,200.0
5690,2,Wind offshore,17.8,200.0
5690,3,Wind onshore,38.2,200.0
5690,4,Wind offshore,17.8,200.0
5691,1,Solar PV,0.0,200.0
5691,2,Wind offshore,24.0,200.0
5691,3,Wind onshore,46.2,200.0
5691,4,Wind offshore,24.0,200.0
5692,1,Solar PV,0.0,200.0
5692,2,Wind offshore,31.8,200.0
5692,3,Wind onshore,50.2,200.0
5692,4,Wind offshore,31.8,200.0
5693,1,Solar PV,0.0,200.0
5693,2,Wind offshore,37.4,200.0
5693,3,Wind onshore,48.6,200.0
5693,4,Wind offshore,37.4,200.0
5694,1,Solar PV,1.2,200.0
5694,2,Wind offshore,37.8,200.0
5694,3,Wind onshore,37.2,200.0
5694,4,Wind offshore,37.8,200.0
5695,1,Solar PV,7.3999999999999995,200.0
5695,2,Wind offshore,35.4,200.0
5695,3,Wind onshore,27.6,200.0
5695,4,Wind offshore,35.4,200.0
5696,1,Solar PV,22.0,200.0
5696,2,Wind offshore,31.0,200.0
5696,3,Wind onshore,33.800000000000004,200.0
5696,4,Wind offshore,31.0,200.0
5697,1,Solar PV,34.8,200.0
5697,2,Wind offshore,21.8,200.0
5697,3,Wind onshore,37.2,200.0
5697,4,Wind offshore,21.8,200.0
5698,1,Solar PV,54.400000000000006,200.0
5698,2,Wind offshore,14.6,200.0
5698,3,Wind onshore,32.4,200.0
5698,4,Wind offshore,14.6,200.0
5699,1,Solar PV,96.0,200.0
5699,2,Wind offshore,11.4,200.0
5699,3,Wind onshore,23.599999999999998,200.0
5699,4,Wind offshore,11.4,200.0
5700,1,Solar PV,76.4,200.0
5700,2,Wind offshore,12.6,200.0
5700,3,Wind onshore,16.400000000000002,200.0
5700,4,Wind offshore,12.6,200.0
5701,1,Solar PV,36.0,200.0
5701,2,Wind offshore,20.8,200.0
5701,3,Wind onshore,11.799999999999999,200.0
5701,4,Wind offshore,20.8,200.0
5702,1,Solar PV,38.4,200.0
5702,2,Wind offshore,31.2,200.0
5702,3,Wind onshore,10.8,200.0
5702,4,Wind offshore,31.2,200.0
5703,1,Solar PV,30.0,200.0
5703,2,Wind offshore,39.4,200.0
5703,3,Wind onshore,11.600000000000001,200.0
5703,4,Wind offshore,39.4,200.0
5704,1,Solar PV,18.8,200.0
5704,2,Wind offshore,42.8,200.0
5704,3,Wind onshore,14.2,200.0
5704,4,Wind offshore,42.8,200.0
5705,1,Solar PV,10.2,200.0
5705,2,Wind offshore,43.2,200.0
5705,3,Wind onshore,17.4,200.0
5705,4,Wind offshore,43.2,200.0
5706,1,Solar PV,2.4,200.0
5706,2,Wind offshore,42.0,200.0
5706,3,Wind onshore,25.0,200.0
5706,4,Wind offshore,42.0,200.0
5707,1,Solar PV,0.0,200.0
5707,2,Wind offshore,42.0,200.0
5707,3,Wind onshore,38.4,200.0
5707,4,Wind offshore,42.0,200.0
5708,1,Solar PV,0.0,200.0
5708,2,Wind offshore,40.8,200.0
5708,3,Wind onshore,47.0,200.0
5708,4,Wind offshore,40.8,200.0
5709,1,Solar PV,0.0,200.0
5709,2,Wind offshore,39.0,200.0
5709,3,Wind onshore,48.199999999999996,200.0
5709,4,Wind offshore,39.0,200.0
5710,1,Solar PV,0.0,200.0
5710,2,Wind offshore,39.0,200.0
5710,3,Wind onshore,46.2,200.0
5710,4,Wind offshore,39.0,200.0
5711,1,Solar PV,0.0,200.0
5711,2,Wind offshore,40.2,200.0
5711,3,Wind onshore,42.0,200.0
5711,4,Wind offshore,40.2,200.0
5712,1,Solar PV,0.0,200.0
5712,2,Wind offshore,40.0,200.0
5712,3,Wind onshore,36.4,200.0
5712,4,Wind offshore,40.0,200.0
5713,1,Solar PV,0.0,200.0
5713,2,Wind offshore,39.0,200.0
5713,3,Wind onshore,30.2,200.0
5713,4,Wind offshore,39.0,200.0
5714,1,Solar PV,0.0,200.0
5714,2,Wind offshore,37.2,200.0
5714,3,Wind onshore,24.4,200.0
5714,4,Wind offshore,37.2,200.0
5715,1,Solar PV,0.0,200.0
5715,2,Wind offshore,35.6,200.0
5715,3,Wind onshore,19.6,200.0
5715,4,Wind offshore,35.6,200.0
5716,1,Solar PV,0.0,200.0
5716,2,Wind offshore,31.6,200.0
5716,3,Wind onshore,13.8,200.0
5716,4,Wind offshore,31.6,200.0
5717,1,Solar PV,0.0,200.0
5717,2,Wind offshore,26.400000000000002,200.0
5717,3,Wind onshore,8.200000000000001,200.0
5717,4,Wind offshore,26.400000000000002,200.0
5718,1,Solar PV,3.0,200.0
5718,2,Wind offshore,21.0,200.0
5718,3,Wind onshore,4.0,200.0
5718,4,Wind offshore,21.0,200.0
5719,1,Solar PV,13.8,200.0
5719,2,Wind offshore,14.799999999999999,200.0
5719,3,Wind onshore,1.2,200.0
5719,4,Wind offshore,14.799999999999999,200.0
5720,1,Solar PV,28.799999999999997,200.0
5720,2,Wind offshore,10.0,200.0
5720,3,Wind onshore,2.8000000000000003,200.0
5720,4,Wind offshore,10.0,200.0
5721,1,Solar PV,48.4,200.0
5721,2,Wind offshore,5.4,200.0
5721,3,Wind onshore,3.4000000000000004,200.0
5721,4,Wind offshore,5.4,200.0
5722,1,Solar PV,71.6,200.0
5722,2,Wind offshore,3.0,200.0
5722,3,Wind onshore,2.4,200.0
5722,4,Wind offshore,3.0,200.0
5723,1,Solar PV,63.0,200.0
5723,2,Wind offshore,5.0,200.0
5723,3,Wind onshore,2.1999999999999997,200.0
5723,4,Wind offshore,5.0,200.0
5724,1,Solar PV,73.4,200.0
5724,2,Wind offshore,10.6,200.0
5724,3,Wind onshore,3.2,200.0
5724,4,Wind offshore,10.6,200.0
5725,1,Solar PV,92.80000000000001,200.0
5725,2,Wind offshore,16.2,200.0
5725,3,Wind onshore,5.4,200.0
5725,4,Wind offshore,16.2,200.0
5726,1,Solar PV,124.4,200.0
5726,2,Wind offshore,19.8,200.0
5726,3,Wind onshore,7.199999999999999,200.0
5726,4,Wind offshore,19.8,200.0
5727,1,Solar PV,111.4,200.0
5727,2,Wind offshore,21.0,200.0
5727,3,Wind onshore,8.200000000000001,200.0
5727,4,Wind offshore,21.0,200.0
5728,1,Solar PV,92.2,200.0
5728,2,Wind offshore,20.599999999999998,200.0
5728,3,Wind onshore,7.8,200.0
5728,4,Wind offshore,20.599999999999998,200.0
5729,1,Solar PV,52.0,200.0
5729,2,Wind offshore,19.0,200.0
5729,3,Wind onshore,7.000000000000001,200.0
5729,4,Wind offshore,19.0,200.0
5730,1,Solar PV,14.000000000000002,200.0
5730,2,Wind offshore,17.4,200.0
5730,3,Wind onshore,8.4,200.0
5730,4,Wind offshore,17.4,200.0
5731,1,Solar PV,0.4,200.0
5731,2,Wind offshore,14.799999999999999,200.0
5731,3,Wind onshore,12.0,200.0
5731,4,Wind offshore,14.799999999999999,200.0
5732,1,Solar PV,0.0,200.0
5732,2,Wind offshore,10.4,200.0
5732,3,Wind onshore,14.2,200.0
5732,4,Wind offshore,10.4,200.0
5733,1,Solar PV,0.0,200.0
5733,2,Wind offshore,6.2,200.0
5733,3,Wind onshore,13.4,200.0
5733,4,Wind offshore,6.2,200.0
5734,1,Solar PV,0.0,200.0
5734,2,Wind offshore,3.8,200.0
5734,3,Wind onshore,11.4,200.0
5734,4,Wind offshore,3.8,200.0
5735,1,Solar PV,0.0,200.0
5735,2,Wind offshore,2.6,200.0
5735,3,Wind onshore,10.4,200.0
5735,4,Wind offshore,2.6,200.0
5736,1,Solar PV,0.0,200.0
5736,2,Wind offshore,3.0,200.0
5736,3,Wind onshore,10.8,200.0
5736,4,Wind offshore,3.0,200.0
5737,1,Solar PV,0.0,200.0
5737,2,Wind offshore,6.0,200.0
5737,3,Wind onshore,13.200000000000001,200.0
5737,4,Wind offshore,6.0,200.0
5738,1,Solar PV,0.0,200.0
5738,2,Wind offshore,12.2,200.0
5738,3,Wind onshore,16.6,200.0
5738,4,Wind offshore,12.2,200.0
5739,1,Solar PV,0.0,200.0
5739,2,Wind offshore,20.4,200.0
5739,3,Wind onshore,20.4,200.0
5739,4,Wind offshore,20.4,200.0
5740,1,Solar PV,0.0,200.0
5740,2,Wind offshore,32.800000000000004,200.0
5740,3,Wind onshore,24.4,200.0
5740,4,Wind offshore,32.800000000000004,200.0
5741,1,Solar PV,0.0,200.0
5741,2,Wind offshore,45.6,200.0
5741,3,Wind onshore,27.6,200.0
5741,4,Wind offshore,45.6,200.0
5742,1,Solar PV,3.2,200.0
5742,2,Wind offshore,54.800000000000004,200.0
5742,3,Wind onshore,27.400000000000002,200.0
5742,4,Wind offshore,54.800000000000004,200.0
5743,1,Solar PV,20.8,200.0
5743,2,Wind offshore,55.800000000000004,200.0
5743,3,Wind onshore,15.2,200.0
5743,4,Wind offshore,55.800000000000004,200.0
5744,1,Solar PV,60.4,200.0
5744,2,Wind offshore,54.6,200.0
5744,3,Wind onshore,10.4,200.0
5744,4,Wind offshore,54.6,200.0
5745,1,Solar PV,117.0,200.0
5745,2,Wind offshore,58.599999999999994,200.0
5745,3,Wind onshore,21.6,200.0
5745,4,Wind offshore,58.599999999999994,200.0
5746,1,Solar PV,141.79999999999998,200.0
5746,2,Wind offshore,64.0,200.0
5746,3,Wind onshore,25.6,200.0
5746,4,Wind offshore,64.0,200.0
5747,1,Solar PV,137.6,200.0
5747,2,Wind offshore,65.8,200.0
5747,3,Wind onshore,27.400000000000002,200.0
5747,4,Wind offshore,65.8,200.0
5748,1,Solar PV,126.0,200.0
5748,2,Wind offshore,67.4,200.0
5748,3,Wind onshore,27.6,200.0
5748,4,Wind offshore,67.4,200.0
5749,1,Solar PV,96.0,200.0
5749,2,Wind offshore,67.2,200.0
5749,3,Wind onshore,26.6,200.0
5749,4,Wind offshore,67.2,200.0
5750,1,Solar PV,112.4,200.0
5750,2,Wind offshore,58.599999999999994,200.0
5750,3,Wind onshore,24.6,200.0
5750,4,Wind offshore,58.599999999999994,200.0
5751,1,Solar PV,97.6,200.0
5751,2,Wind offshore,47.4,200.0
5751,3,Wind onshore,22.400000000000002,200.0
5751,4,Wind offshore,47.4,200.0
5752,1,Solar PV,78.0,200.0
5752,2,Wind offshore,43.8,200.0
5752,3,Wind onshore,20.0,200.0
5752,4,Wind offshore,43.8,200.0
5753,1,Solar PV,41.0,200.0
5753,2,Wind offshore,48.199999999999996,200.0
5753,3,Wind onshore,18.0,200.0
5753,4,Wind offshore,48.199999999999996,200.0
5754,1,Solar PV,10.4,200.0
5754,2,Wind offshore,60.4,200.0
5754,3,Wind onshore,21.0,200.0
5754,4,Wind offshore,60.4,200.0
5755,1,Solar PV,0.0,200.0
5755,2,Wind offshore,76.4,200.0
5755,3,Wind onshore,27.800000000000004,200.0
5755,4,Wind offshore,76.4,200.0
5756,1,Solar PV,0.0,200.0
5756,2,Wind offshore,86.4,200.0
5756,3,Wind onshore,34.4,200.0
5756,4,Wind offshore,86.4,200.0
5757,1,Solar PV,0.0,200.0
5757,2,Wind offshore,85.8,200.0
5757,3,Wind onshore,38.800000000000004,200.0
5757,4,Wind offshore,85.8,200.0
5758,1,Solar PV,0.0,200.0
5758,2,Wind offshore,79.0,200.0
5758,3,Wind onshore,39.800000000000004,200.0
5758,4,Wind offshore,79.0,200.0
5759,1,Solar PV,0.0,200.0
5759,2,Wind offshore,73.0,200.0
5759,3,Wind onshore,37.8,200.0
5759,4,Wind offshore,73.0,200.0
5760,1,Solar PV,0.0,200.0
5760,2,Wind offshore,68.2,200.0
5760,3,Wind onshore,35.6,200.0
5760,4,Wind offshore,68.2,200.0
