time,unit,fuel,output
5615,2,Wind offshore,-177.58980075714206
5615,3,Wind onshore,-0.0
5615,4,Wind offshore,-0.0
5616,1,Solar PV,-0.0
5616,2,Wind offshore,-127.60553056740993
5616,3,Wind onshore,-0.0
5616,4,Wind offshore,-0.0
5617,1,Solar PV,-0.0
5617,2,Wind offshore,-103.13241662022561
5617,3,Wind onshore,-0.0
5617,4,Wind offshore,-0.0
5618,1,Solar PV,-0.0
5618,2,Wind offshore,-106.79764796543365
5618,3,Wind onshore,-0.0
5618,4,Wind offshore,-0.0
5619,1,Solar PV,-0.0
5619,2,Wind offshore,-140.61986618087366
5619,3,Wind onshore,-0.0
5619,4,Wind offshore,-0.0
5620,1,Solar PV,-0.0
5620,2,Wind offshore,-192.2195817371065
5620,3,Wind onshore,-0.0
5620,4,Wind offshore,-0.0
5621,1,Solar PV,-0.0
5621,2,Wind offshore,-165.95964895376474
5621,3,Wind onshore,-0.0
5621,4,Wind offshore,-0.0
5622,1,Solar PV,-0.0
5622,2,Wind offshore,-132.54807070824555
5622,3,Wind onshore,-0.0
5622,4,Wind offshore,-0.0
5623,1,Solar PV,-0.0
5623,2,Wind offshore,-118.62782444420125
5623,3,Wind onshore,-0.0
5623,4,Wind offshore,-0.0
5624,1,Solar PV,-0.0
5624,2,Wind offshore,-121.38942133983947
5624,3,Wind onshore,-0.0
5624,4,Wind offshore,-0.0
5625,1,Solar PV,-0.0
5625,2,Wind offshore,-120.13612863802314
5625,3,Wind onshore,-0.0
5625,4,Wind offshore,-0.0
5626,1,Solar PV,-0.0
5626,2,Wind offshore,-123.20366895857782
5626,3,Wind onshore,-0.0
5626,4,Wind offshore,-0.0
5627,1,Solar PV,-0.0
5627,2,Wind offshore,-133.24475849342969
5627,3,Wind onshore,-0.0
5627,4,Wind offshore,-0.0
5628,1,Solar PV,-0.0
5628,2,Wind offshore,-134.9093357014679
5628,3,Wind onshore,-0.0
5628,4,Wind offshore,-0.0
5629,1,Solar PV,-0.0
5629,2,Wind offshore,-129.26396762022063
5629,3,Wind onshore,-0.0
5629,4,Wind offshore,-0.0
5630,1,Solar PV,-0.0
5630,2,Wind offshore,-116.69465548825696
5630,3,Wind onshore,-0.0
5630,4,Wind offshore,-0.0
5631,1,Solar PV,-0.0
5631,2,Wind offshore,-103.28658272510383
5631,3,Wind onshore,-0.0
5631,4,Wind offshore,-0.0
5632,1,Solar PV,-0.0
5632,2,Wind offshore,-85.38481902425292
5632,3,Wind onshore,-0.0
5632,4,Wind offshore,-0.0
5633,1,Solar PV,-0.0
5633,2,Wind offshore,-67.02717103607716
5633,3,Wind onshore,-0.0
5633,4,Wind offshore,-0.0
5634,1,Solar PV,-0.0
5634,2,Wind offshore,-59.10166236972647
5634,3,Wind onshore,-0.0
5634,4,Wind offshore,-0.0
5635,1,Solar PV,-0.0
5635,2,Wind offshore,-62.5951507986372
5635,3,Wind onshore,-0.0
5635,4,Wind offshore,-0.0
5636,1,Solar PV,-0.0
5636,2,Wind offshore,-69.11606615655774
5636,3,Wind onshore,-0.0
5636,4,Wind offshore,-0.0
5637,1,Solar PV,-0.0
5637,2,Wind offshore,-87.91729487926672
5637,3,Wind onshore,-0.0
5637,4,Wind offshore,-0.0
5638,1,Solar PV,-0.0
5638,2,Wind offshore,-97.15318603736569
5638,3,Wind onshore,-0.0
5638,4,Wind offshore,-0.0
5639,1,Solar PV,-0.0
5639,2,Wind offshore,-103.45066988993526
5639,3,Wind onshore,-0.0
5639,4,Wind offshore,-0.0
5640,1,Solar PV,-0.0
5640,2,Wind offshore,-113.0044670503179
5640,3,Wind onshore,-0.0
5640,4,Wind offshore,-0.0
5641,1,Solar PV,-0.0
5641,2,Wind offshore,-123.0213062922622
5641,3,Wind onshore,-0.0
5641,4,Wind offshore,-0.0
5642,1,Solar PV,-0.0
5642,2,Wind offshore,-126.06428173352961
5642,3,Wind onshore,-0.0
5642,4,Wind offshore,-0.0
5643,1,Solar PV,-0.0
5643,2,Wind offshore,-125.35654240789565
5643,3,Wind onshore,-0.0
5643,4,Wind offshore,-0.0
5644,1,Solar PV,-0.0
5644,2,Wind offshore,-130.1972735440394
5644,3,Wind onshore,-0.0
5644,4,Wind offshore,-0.0
5645,1,Solar PV,-0.0
5645,2,Wind offshore,-134.97025324828385
5645,3,Wind onshore,-0.0
5645,4,Wind offshore,-0.0
5646,1,Solar PV,-0.0
5646,2,Wind offshore,-133.66828771717425
5646,3,Wind onshore,-0.0
5646,4,Wind offshore,-0.0
5647,1,Solar PV,-0.0
5647,2,Wind offshore,-148.94676497421136
5647,3,Wind onshore,-0.0
5647,4,Wind offshore,-0.0
5648,1,Solar PV,-0.0
5648,2,Wind offshore,-164.14797125361181
5648,3,Wind onshore,-0.0
5648,4,Wind offshore,-0.0
5649,1,Solar PV,-0.0
5649,2,Wind offshore,-180.7957087387169
5649,3,Wind onshore,-0.0
5649,4,Wind offshore,-0.0
5650,1,Solar PV,-0.0
5650,2,Wind offshore,-191.66052131980248
5650,3,Wind onshore,-0.0
5650,4,Wind offshore,-0.0
5651,1,Solar PV,-0.0
5651,2,Wind offshore,-204.64519584656347
5651,3,Wind onshore,-0.0
5651,4,Wind offshore,-0.0
5652,1,Solar PV,-0.0
5652,2,Wind offshore,-213.9496761083276
5652,3,Wind onshore,-0.0
5652,4,Wind offshore,-0.0
5653,1,Solar PV,-0.0
5653,2,Wind offshore,-206.1169478983171
5653,3,Wind onshore,-0.0
5653,4,Wind offshore,-0.0
5654,1,Solar PV,-0.0
5654,2,Wind offshore,-197.44067077867237
5654,3,Wind onshore,-0.0
5654,4,Wind offshore,-0.0
5655,1,Solar PV,-0.0
5655,2,Wind offshore,-178.4663365453962
5655,3,Wind onshore,-0.0
5655,4,Wind offshore,-0.0
5656,1,Solar PV,-0.0
5656,2,Wind offshore,-156.50318530851445
5656,3,Wind onshore,-0.0
5656,4,Wind offshore,-0.0
5657,1,Solar PV,-0.0
5657,2,Wind offshore,-121.61413615883924
5657,3,Wind onshore,-0.0
5657,4,Wind offshore,-0.0
5658,1,Solar PV,-0.0
5658,2,Wind offshore,-84.83335510885466
5658,3,Wind onshore,-0.0
5658,4,Wind offshore,-0.0
5659,1,Solar PV,-0.0
5659,2,Wind offshore,-61.30808219325814
5659,3,Wind onshore,-0.0
5659,4,Wind offshore,-0.0
5660,1,Solar PV,-0.0
5660,2,Wind offshore,-57.07064929088834
5660,3,Wind onshore,-0.0
5660,4,Wind offshore,-0.0
5661,1,Solar PV,-0.0
5661,2,Wind offshore,-73.3127681154832
5661,3,Wind onshore,-0.0
5661,4,Wind offshore,-0.0
5662,1,Solar PV,-0.0
5662,2,Wind offshore,-93.00948689848036
5662,3,Wind onshore,-0.0
5662,4,Wind offshore,-0.0
5663,1,Solar PV,-0.0
5663,2,Wind offshore,-105.88689322303466
5663,3,Wind onshore,-0.0
5663,4,Wind offshore,-0.0
5664,1,Solar PV,-0.0
5664,2,Wind offshore,-117.53197602495527
5664,3,Wind onshore,-0.0
5664,4,Wind offshore,-0.0
5665,1,Solar PV,-0.0
5665,2,Wind offshore,-128.97406621221168
5665,3,Wind onshore,-0.0
5665,4,Wind offshore,-0.0
5666,1,Solar PV,-0.0
5666,2,Wind offshore,-132.02046469168073
5666,3,Wind onshore,-0.0
5666,4,Wind offshore,-0.0
5667,1,Solar PV,-0.0
5667,2,Wind offshore,-123.13665041130774
5667,3,Wind onshore,-0.0
5667,4,Wind offshore,-0.0
5668,1,Solar PV,-0.0
5668,2,Wind offshore,-106.14385136003119
5668,3,Wind onshore,-0.0
5668,4,Wind offshore,-0.0
5669,1,Solar PV,-0.0
5669,2,Wind offshore,-83.64336682100983
5669,3,Wind onshore,-0.0
5669,4,Wind offshore,-0.0
5670,1,Solar PV,-0.0
5670,2,Wind offshore,-51.22593508337108
5670,3,Wind onshore,-0.0
5670,4,Wind offshore,-0.0
5671,1,Solar PV,-0.0
5671,2,Wind offshore,-24.60484648907988
5671,3,Wind onshore,-0.0
5671,4,Wind offshore,-0.0
5672,1,Solar PV,-0.0
5672,2,Wind offshore,-20.934916838666506
5672,3,Wind onshore,-0.0
5672,4,Wind offshore,-0.0
5673,1,Solar PV,-0.0
5673,2,Wind offshore,-26.12139992267344
5673,3,Wind onshore,-0.0
5673,4,Wind offshore,-0.0
5674,1,Solar PV,-0.0
5674,2,Wind offshore,-17.173733006996027
5674,3,Wind onshore,-0.0
5674,4,Wind offshore,-0.0
5675,1,Solar PV,-0.0
5675,2,Wind offshore,-8.783282555747274
5675,3,Wind onshore,-0.0
5675,4,Wind offshore,-0.0
5676,1,Solar PV,-0.0
5676,2,Wind offshore,-6.675669253139138
5676,3,Wind onshore,-0.0
5676,4,Wind offshore,-0.0
5677,1,Solar PV,-0.0
5677,2,Wind offshore,-4.924809224021498
5677,3,Wind onshore,-0.0
5677,4,Wind offshore,-0.0
5678,1,Solar PV,-0.0
5678,2,Wind offshore,-0.0
5678,3,Wind onshore,-0.0
5678,4,Wind offshore,-0.0
5679,1,Solar PV,-0.0
5679,2,Wind offshore,-0.0
5679,3,Wind onshore,-0.0
5679,4,Wind offshore,-0.0
5680,1,Solar PV,-0.0
5680,2,Wind offshore,-0.0
5680,3,Wind onshore,-0.0
5680,4,Wind offshore,-0.0
5681,1,Solar PV,-0.0
5681,2,Wind offshore,-0.0
5681,3,Wind onshore,-0.0
5681,4,Wind offshore,-0.0
5682,1,Solar PV,-0.0
5682,2,Wind offshore,-0.0
5682,3,Wind onshore,-0.0
5682,4,Wind offshore,-0.0
5683,1,Solar PV,-0.0
5683,2,Wind offshore,-0.0
5683,3,Wind onshore,-0.0
5683,4,Wind offshore,-0.0
5684,1,Solar PV,-0.0
5684,2,Wind offshore,-0.0
5684,3,Wind onshore,-0.0
5684,4,Wind offshore,-0.0
5685,1,Solar PV,-0.0
5685,2,Wind offshore,-0.0
5685,3,Wind onshore,-0.0
5685,4,Wind offshore,-0.0
5686,1,Solar PV,-0.0
5686,2,Wind offshore,-0.0
5686,3,Wind onshore,-0.0
5686,4,Wind offshore,-0.0
5687,1,Solar PV,-0.0
5687,2,Wind offshore,-0.0
5687,3,Wind onshore,-0.0
5687,4,Wind offshore,-0.0
5688,1,Solar PV,-0.0
5688,2,Wind offshore,-0.0
5688,3,Wind onshore,-0.0
5688,4,Wind offshore,-0.0
5689,1,Solar PV,-0.0
5689,2,Wind offshore,-0.0
5689,3,Wind onshore,-0.0
5689,4,Wind offshore,-0.0
5690,1,Solar PV,-0.0
5690,2,Wind offshore,-0.0
5690,3,Wind onshore,-0.0
5690,4,Wind offshore,-0.0
5691,1,Solar PV,-0.0
5691,2,Wind offshore,-0.0
5691,3,Wind onshore,-0.0
5691,4,Wind offshore,-0.0
5692,1,Solar PV,-0.0
5692,2,Wind offshore,-6.325857119796163
5692,3,Wind onshore,-0.0
5692,4,Wind offshore,-0.0
5693,1,Solar PV,-0.0
5693,2,Wind offshore,-11.741566773474554
5693,3,Wind onshore,-0.0
5693,4,Wind offshore,-0.0
5694,1,Solar PV,-0.0
5694,2,Wind offshore,-0.0
5694,3,Wind onshore,-0.0
5694,4,Wind offshore,-0.0
5695,1,Solar PV,-0.0
5695,2,Wind offshore,-0.0
5695,3,Wind onshore,-0.0
5695,4,Wind offshore,-0.0
5696,1,Solar PV,-0.0
5696,2,Wind offshore,-0.0
5696,3,Wind onshore,-0.0
5696,4,Wind offshore,-0.0
5697,1,Solar PV,-0.0
5697,2,Wind offshore,-0.0
5697,3,Wind onshore,-0.0
5697,4,Wind offshore,-0.0
5698,1,Solar PV,-0.0
5698,2,Wind offshore,-0.0
5698,3,Wind onshore,-0.0
5698,4,Wind offshore,-0.0
5699,1,Solar PV,-0.0
5699,2,Wind offshore,-0.0
5699,3,Wind onshore,-0.0
5699,4,Wind offshore,-0.0
5700,1,Solar PV,-0.0
5700,2,Wind offshore,-0.0
5700,3,Wind onshore,-0.0
5700,4,Wind offshore,-0.0
5701,1,Solar PV,-0.0
5701,2,Wind offshore,-0.0
5701,3,Wind onshore,-0.0
5701,4,Wind offshore,-0.0
5702,1,Solar PV,-0.0
5702,2,Wind offshore,-0.0
5702,3,Wind onshore,-0.0
5702,4,Wind offshore,-0.0
5703,1,Solar PV,-0.0
5703,2,Wind offshore,-0.0
5703,3,Wind onshore,-0.0
5703,4,Wind offshore,-0.0
5704,1,Solar PV,-0.0
5704,2,Wind offshore,-0.0
5704,3,Wind onshore,-0.0
5704,4,Wind offshore,-0.0
5705,1,Solar PV,-0.0
5705,2,Wind offshore,-0.0
5705,3,Wind onshore,-0.0
5705,4,Wind offshore,-0.0
5706,1,Solar PV,-0.0
5706,2,Wind offshore,-0.0
5706,3,Wind onshore,-0.0
5706,4,Wind offshore,-0.0
5707,1,Solar PV,-0.0
5707,2,Wind offshore,-1.6841415713875652
5707,3,Wind onshore,-0.0
5707,4,Wind offshore,-0.0
5708,1,Solar PV,-0.0
5708,2,Wind offshore,-8.942388219862485
5708,3,Wind onshore,-0.0
5708,4,Wind offshore,-0.0
5709,1,Solar PV,-0.0
5709,2,Wind offshore,-10.990828889480442
5709,3,Wind onshore,-0.0
5709,4,Wind offshore,-0.0
5710,1,Solar PV,-0.0
5710,2,Wind offshore,-14.067229352551491
5710,3,Wind onshore,-0.0
5710,4,Wind offshore,-0.0
5711,1,Solar PV,-0.0
5711,2,Wind offshore,-16.70431360802942
5711,3,Wind onshore,-0.0
5711,4,Wind offshore,-0.0
5712,1,Solar PV,-0.0
5712,2,Wind offshore,-0.0
5712,3,Wind onshore,-0.0
5712,4,Wind offshore,-0.0
5713,1,Solar PV,-0.0
5713,2,Wind offshore,-0.0
5713,3,Wind onshore,-0.0
5713,4,Wind offshore,-0.0
5714,1,Solar PV,-0.0
5714,2,Wind offshore,-0.0
5714,3,Wind onshore,-0.0
5714,4,Wind offshore,-0.0
5715,1,Solar PV,-0.0
5715,2,Wind offshore,-0.0
5715,3,Wind onshore,-0.0
5715,4,Wind offshore,-0.0
5716,1,Solar PV,-0.0
5716,2,Wind offshore,-0.0
5716,3,Wind onshore,-0.0
5716,4,Wind offshore,-0.0
5717,1,Solar PV,-0.0
5717,2,Wind offshore,-0.0
5717,3,Wind onshore,-0.0
5717,4,Wind offshore,-0.0
5718,1,Solar PV,-0.0
5718,2,Wind offshore,-0.0
5718,3,Wind onshore,-0.0
5718,4,Wind offshore,-0.0
5719,1,Solar PV,-0.0
5719,2,Wind offshore,-0.0
5719,3,Wind onshore,-0.0
5719,4,Wind offshore,-0.0
5720,1,Solar PV,-0.0
5720,2,Wind offshore,-0.0
5720,3,Wind onshore,-0.0
5720,4,Wind offshore,-0.0
5721,1,Solar PV,-0.0
5721,2,Wind offshore,-0.0
5721,3,Wind onshore,-0.0
5721,4,Wind offshore,-0.0
5722,1,Solar PV,-0.0
5722,2,Wind offshore,-0.0
5722,3,Wind onshore,-0.0
5722,4,Wind offshore,-0.0
5723,1,Solar PV,-0.0
5723,2,Wind offshore,-0.0
5723,3,Wind onshore,-0.0
5723,4,Wind offshore,-0.0
5724,1,Solar PV,-0.0
5724,2,Wind offshore,-0.0
5724,3,Wind onshore,-0.0
5724,4,Wind offshore,-0.0
5725,1,Solar PV,-0.0
5725,2,Wind offshore,-0.0
5725,3,Wind onshore,-0.0
5725,4,Wind offshore,-0.0
5726,1,Solar PV,-0.0
5726,2,Wind offshore,-0.0
5726,3,Wind onshore,-0.0
5726,4,Wind offshore,-0.0
5727,1,Solar PV,-0.0
5727,2,Wind offshore,-0.0
5727,3,Wind onshore,-0.0
5727,4,Wind offshore,-0.0
5728,1,Solar PV,-0.0
5728,2,Wind offshore,-0.0
5728,3,Wind onshore,-0.0
5728,4,Wind offshore,-0.0
5729,1,Solar PV,-0.0
5729,2,Wind offshore,-0.0
5729,3,Wind onshore,-0.0
5729,4,Wind offshore,-0.0
5730,1,Solar PV,-0.0
5730,2,Wind offshore,-0.0
5730,3,Wind onshore,-0.0
5730,4,Wind offshore,-0.0
5731,1,Solar PV,-0.0
5731,2,Wind offshore,-0.0
5731,3,Wind onshore,-0.0
5731,4,Wind offshore,-0.0
5732,1,Solar PV,-0.0
5732,2,Wind offshore,-0.0
5732,3,Wind onshore,-0.0
5732,4,Wind offshore,-0.0
5733,1,Solar PV,-0.0
5733,2,Wind offshore,-0.0
5733,3,Wind onshore,-0.0
5733,4,Wind offshore,-0.0
5734,1,Solar PV,-0.0
5734,2,Wind offshore,-0.0
5734,3,Wind onshore,-0.0
5734,4,Wind offshore,-0.0
5735,1,Solar PV,-0.0
5735,2,Wind offshore,-0.0
5735,3,Wind onshore,-0.0
5735,4,Wind offshore,-0.0
5736,1,Solar PV,-0.0
5736,2,Wind offshore,-0.0
5736,3,Wind onshore,-0.0
5736,4,Wind offshore,-0.0
5737,1,Solar PV,-0.0
5737,2,Wind offshore,-0.0
5737,3,Wind onshore,-0.0
5737,4,Wind offshore,-0.0
5738,1,Solar PV,-0.0
5738,2,Wind offshore,-0.0
5738,3,Wind onshore,-0.0
5738,4,Wind offshore,-0.0
5739,1,Solar PV,-0.0
5739,2,Wind offshore,-0.0
5739,3,Wind onshore,-0.0
5739,4,Wind offshore,-0.0
5740,1,Solar PV,-0.0
5740,2,Wind offshore,-0.0
5740,3,Wind onshore,-0.0
5740,4,Wind offshore,-0.0
5741,1,Solar PV,-0.0
5741,2,Wind offshore,-0.0
5741,3,Wind onshore,-0.0
5741,4,Wind offshore,-0.0
5742,1,Solar PV,-0.0
5742,2,Wind offshore,-0.0
5742,3,Wind onshore,-0.0
5742,4,Wind offshore,-0.0
5743,1,Solar PV,-0.0
5743,2,Wind offshore,-0.0
5743,3,Wind onshore,-0.0
5743,4,Wind offshore,-0.0
5744,1,Solar PV,-0.0
5744,2,Wind offshore,-0.0
5744,3,Wind onshore,-0.0
5744,4,Wind offshore,-0.0
5745,1,Solar PV,-0.0
5745,2,Wind offshore,-0.0
5745,3,Wind onshore,-0.0
5745,4,Wind offshore,-0.0
5746,1,Solar PV,-0.0
5746,2,Wind offshore,-0.0
5746,3,Wind onshore,-0.0
5746,4,Wind offshore,-0.0
5747,1,Solar PV,-0.0
5747,2,Wind offshore,-3.5537030707661232
5747,3,Wind onshore,-0.0
5747,4,Wind offshore,-0.0
5748,1,Solar PV,-0.0
5748,2,Wind offshore,-6.882419793558903
5748,3,Wind onshore,-0.0
5748,4,Wind offshore,-0.0
5749,1,Solar PV,-0.0
5749,2,Wind offshore,-8.348608996833429
5749,3,Wind onshore,-0.0
5749,4,Wind offshore,-0.0
5750,1,Solar PV,-0.0
5750,2,Wind offshore,-0.0
5750,3,Wind onshore,-0.0
5750,4,Wind offshore,-0.0
5751,1,Solar PV,-0.0
5751,2,Wind offshore,-0.0
5751,3,Wind onshore,-0.0
5751,4,Wind offshore,-0.0
5752,1,Solar PV,-0.0
5752,2,Wind offshore,-0.0
5752,3,Wind onshore,-0.0
5752,4,Wind offshore,-0.0
5753,1,Solar PV,-0.0
5753,2,Wind offshore,-0.0
5753,3,Wind onshore,-0.0
5753,4,Wind offshore,-0.0
5754,1,Solar PV,-0.0
5754,2,Wind offshore,-3.0478532785251256
5754,3,Wind onshore,-0.0
5754,4,Wind offshore,-0.0
5755,1,Solar PV,-0.0
5755,2,Wind offshore,-36.428347945600905
5755,3,Wind onshore,-0.0
5755,4,Wind offshore,-0.0
5756,1,Solar PV,-0.0
5756,2,Wind offshore,-57.321523565645464
5756,3,Wind onshore,-0.0
5756,4,Wind offshore,-0.0
5757,1,Solar PV,-0.0
5757,2,Wind offshore,-74.38336181015384
5757,3,Wind onshore,-0.0
5757,4,Wind offshore,-0.0
5758,1,Solar PV,-0.0
5758,2,Wind offshore,-69.44492093732984
5758,3,Wind onshore,-0.0
5758,4,Wind offshore,-0.0
5759,1,Solar PV,-0.0
5759,2,Wind offshore,-61.5850922827045
5759,3,Wind onshore,-0.0
5759,4,Wind offshore,-0.0
5760,1,Solar PV,-0.0
5760,2,Wind offshore,-53.88860910047089
5760,3,Wind onshore,-0.0
5760,4,Wind offshore,-0.0
