time,unit,technology,output
56,3,Wind onshore,-0.0
56,4,Wind offshore,-0.0
57,1,Solar PV,-0.0
57,2,Wind offshore,-296.5243609989598
57,3,Wind onshore,-0.0
57,4,Wind offshore,-0.0
58,1,Solar PV,-0.0
58,2,Wind offshore,-316.3531385355685
58,3,Wind onshore,-0.0
58,4,Wind offshore,-0.0
59,1,Solar PV,-0.0
59,2,Wind offshore,-332.89771899076817
59,3,Wind onshore,-0.0
59,4,Wind offshore,-0.0
60,1,Solar PV,-0.0
60,2,Wind offshore,-322.36358230891244
60,3,Wind onshore,-0.0
60,4,Wind offshore,-0.0
61,1,Solar PV,-0.0
61,2,Wind offshore,-310.4356281259996
61,3,Wind onshore,-0.0
61,4,Wind offshore,-0.0
62,1,Solar PV,-0.0
62,2,Wind offshore,-303.2751543037949
62,3,Wind onshore,-0.0
62,4,Wind offshore,-0.0
63,1,Solar PV,-0.0
63,2,Wind offshore,-306.37203823848324
63,3,Wind onshore,-0.0
63,4,Wind offshore,-0.0
64,1,Solar PV,-0.0
64,2,Wind offshore,-306.3141283862635
64,3,Wind onshore,-0.0
64,4,Wind offshore,-0.0
65,1,Solar PV,-0.0
65,2,Wind offshore,-295.9836558870632
65,3,Wind onshore,-0.0
65,4,Wind offshore,-0.0
66,1,Solar PV,-0.0
66,2,Wind offshore,-301.1694992229379
66,3,Wind onshore,-0.0
66,4,Wind offshore,-0.0
67,1,Solar PV,-0.0
67,2,Wind offshore,-306.9066153253655
67,3,Wind onshore,-0.0
67,4,Wind offshore,-0.0
68,1,Solar PV,-0.0
68,2,Wind offshore,-325.5525928328108
68,3,Wind onshore,-0.0
68,4,Wind offshore,-0.0
69,1,Solar PV,-0.0
69,2,Wind offshore,-335.10309720050043
69,3,Wind onshore,-0.0
69,4,Wind offshore,-0.0
70,1,Solar PV,-0.0
70,2,Wind offshore,-339.4047879754367
70,3,Wind onshore,-0.0
70,4,Wind offshore,-0.0
71,1,Solar PV,-0.0
71,2,Wind offshore,-344.52127095831185
71,3,Wind onshore,-0.0
71,4,Wind offshore,-0.0
72,1,Solar PV,-0.0
72,2,Wind offshore,-355.42386318510194
72,3,Wind onshore,-0.0
72,4,Wind offshore,-0.0
73,1,Solar PV,-0.0
73,2,Wind offshore,-360.2624766117052
73,3,Wind onshore,-0.0
73,4,Wind offshore,-0.0
74,1,Solar PV,-0.0
74,2,Wind offshore,-336.3649771816191
74,3,Wind onshore,-0.0
74,4,Wind offshore,-0.0
75,1,Solar PV,-0.0
75,2,Wind offshore,-341.0778687686988
75,3,Wind onshore,-0.0
75,4,Wind offshore,-0.0
76,1,Solar PV,-0.0
76,2,Wind offshore,-342.0058988857999
76,3,Wind onshore,-0.0
76,4,Wind offshore,-0.0
77,1,Solar PV,-0.0
77,2,Wind offshore,-320.51212417406236
77,3,Wind onshore,-0.0
77,4,Wind offshore,-0.0
78,1,Solar PV,-0.0
78,2,Wind offshore,-304.17956283513195
78,3,Wind onshore,-0.0
78,4,Wind offshore,-0.0
79,1,Solar PV,-0.0
79,2,Wind offshore,-281.79164911516824
79,3,Wind onshore,-0.0
79,4,Wind offshore,-0.0
80,1,Solar PV,-0.0
80,2,Wind offshore,-255.99004603011682
80,3,Wind onshore,-0.0
80,4,Wind offshore,-0.0
81,1,Solar PV,-0.0
81,2,Wind offshore,-227.54864229928154
81,3,Wind onshore,-0.0
81,4,Wind offshore,-0.0
82,1,Solar PV,-0.0
82,2,Wind offshore,-196.73420669562665
82,3,Wind onshore,-0.0
82,4,Wind offshore,-0.0
83,1,Solar PV,-0.0
83,2,Wind offshore,-148.13034995225783
83,3,Wind onshore,-0.0
83,4,Wind offshore,-0.0
84,1,Solar PV,-0.0
84,2,Wind offshore,-136.97191364561826
84,3,Wind onshore,-0.0
84,4,Wind offshore,-0.0
85,1,Solar PV,-0.0
85,2,Wind offshore,-165.9968073042652
85,3,Wind onshore,-0.0
85,4,Wind offshore,-0.0
86,1,Solar PV,-0.0
86,2,Wind offshore,-202.56425063969778
86,3,Wind onshore,-0.0
86,4,Wind offshore,-0.0
87,1,Solar PV,-0.0
87,2,Wind offshore,-233.20656989412606
87,3,Wind onshore,-0.0
87,4,Wind offshore,-0.0
88,1,Solar PV,-0.0
88,2,Wind offshore,-246.415644747152
88,3,Wind onshore,-0.0
88,4,Wind offshore,-0.0
89,1,Solar PV,-0.0
89,2,Wind offshore,-229.58272045159922
89,3,Wind onshore,-0.0
89,4,Wind offshore,-0.0
90,1,Solar PV,-0.0
90,2,Wind offshore,-218.73236754441714
90,3,Wind onshore,-0.0
90,4,Wind offshore,-0.0
91,1,Solar PV,-0.0
91,2,Wind offshore,-206.99516127944523
91,3,Wind onshore,-0.0
91,4,Wind offshore,-0.0
92,1,Solar PV,-0.0
92,2,Wind offshore,-208.94441492854625
92,3,Wind onshore,-0.0
92,4,Wind offshore,-0.0
93,1,Solar PV,-0.0
93,2,Wind offshore,-204.97781201471267
93,3,Wind onshore,-0.0
93,4,Wind offshore,-0.0
94,1,Solar PV,-0.0
94,2,Wind offshore,-183.82681590889902
94,3,Wind onshore,-0.0
94,4,Wind offshore,-0.0
95,1,Solar PV,-0.0
95,2,Wind offshore,-158.4886464819717
95,3,Wind onshore,-0.0
95,4,Wind offshore,-0.0
96,1,Solar PV,-0.0
96,2,Wind offshore,-139.36161450645082
96,3,Wind onshore,-0.0
96,4,Wind offshore,-0.0
97,1,Solar PV,-0.0
97,2,Wind offshore,-100.9215089242681
97,3,Wind onshore,-0.0
97,4,Wind offshore,-0.0
98,1,Solar PV,-0.0
98,2,Wind offshore,-41.19956019660898
98,3,Wind onshore,-0.0
98,4,Wind offshore,-0.0
99,1,Solar PV,-0.0
99,2,Wind offshore,-7.227423880202011
99,3,Wind onshore,-0.0
99,4,Wind offshore,-0.0
100,1,Solar PV,-0.0
100,2,Wind offshore,-0.0
100,3,Wind onshore,-0.0
100,4,Wind offshore,-0.0
101,1,Solar PV,-0.0
101,2,Wind offshore,-0.0
101,3,Wind onshore,-0.0
101,4,Wind offshore,-0.0
102,1,Solar PV,-0.0
102,2,Wind offshore,-10.883467829192206
102,3,Wind onshore,-0.0
102,4,Wind offshore,-0.0
103,1,Solar PV,-0.0
103,2,Wind offshore,-58.84785600778129
103,3,Wind onshore,-0.0
103,4,Wind offshore,-0.0
104,1,Solar PV,-0.0
104,2,Wind offshore,-118.38753740157526
104,3,Wind onshore,-0.0
104,4,Wind offshore,-0.0
105,1,Solar PV,-0.0
105,2,Wind offshore,-179.08547050064746
105,3,Wind onshore,-0.0
105,4,Wind offshore,-0.0
106,1,Solar PV,-0.0
106,2,Wind offshore,-192.8782871438688
106,3,Wind onshore,-0.0
106,4,Wind offshore,-0.0
107,1,Solar PV,-0.0
107,2,Wind offshore,-187.48084746376944
107,3,Wind onshore,-0.0
107,4,Wind offshore,-0.0
108,1,Solar PV,-0.0
108,2,Wind offshore,-185.62714010108343
108,3,Wind onshore,-0.0
108,4,Wind offshore,-0.0
109,1,Solar PV,-0.0
109,2,Wind offshore,-178.54618998227969
109,3,Wind onshore,-0.0
109,4,Wind offshore,-0.0
110,1,Solar PV,-0.0
110,2,Wind offshore,-182.5018623819176
110,3,Wind onshore,-0.0
110,4,Wind offshore,-0.0
111,1,Solar PV,-0.0
111,2,Wind offshore,-188.0782472161031
111,3,Wind onshore,-0.0
111,4,Wind offshore,-0.0
112,1,Solar PV,-0.0
112,2,Wind offshore,-194.92966700194728
112,3,Wind onshore,-0.0
112,4,Wind offshore,-0.0
113,1,Solar PV,-0.0
113,2,Wind offshore,-191.05758431659626
113,3,Wind onshore,-0.0
113,4,Wind offshore,-0.0
114,1,Solar PV,-0.0
114,2,Wind offshore,-208.5843025102395
114,3,Wind onshore,-0.0
114,4,Wind offshore,-0.0
115,1,Solar PV,-0.0
115,2,Wind offshore,-217.57132272539675
115,3,Wind onshore,-0.0
115,4,Wind offshore,-0.0
116,1,Solar PV,-0.0
116,2,Wind offshore,-219.72036524877723
116,3,Wind onshore,-0.0
116,4,Wind offshore,-0.0
117,1,Solar PV,-0.0
117,2,Wind offshore,-227.70969440662526
117,3,Wind onshore,-0.0
117,4,Wind offshore,-0.0
118,1,Solar PV,-0.0
118,2,Wind offshore,-229.45895464820777
118,3,Wind onshore,-0.0
118,4,Wind offshore,-0.0
119,1,Solar PV,-0.0
119,2,Wind offshore,-236.53859091968252
119,3,Wind onshore,-0.0
119,4,Wind offshore,-0.0
120,1,Solar PV,-0.0
120,2,Wind offshore,-251.5958471063862
120,3,Wind onshore,-0.0
120,4,Wind offshore,-0.0
121,1,Solar PV,-0.0
121,2,Wind offshore,-274.0361878269871
121,3,Wind onshore,-0.0
121,4,Wind offshore,-0.0
122,1,Solar PV,-0.0
122,2,Wind offshore,-285.18063626747534
122,3,Wind onshore,-0.0
122,4,Wind offshore,-0.0
123,1,Solar PV,-0.0
123,2,Wind offshore,-308.8324293509531
123,3,Wind onshore,-0.0
123,4,Wind offshore,-0.0
124,1,Solar PV,-0.0
124,2,Wind offshore,-333.29966156308035
124,3,Wind onshore,-0.0
124,4,Wind offshore,-0.0
125,1,Solar PV,-0.0
125,2,Wind offshore,-346.72266487170316
125,3,Wind onshore,-0.0
125,4,Wind offshore,-0.0
126,1,Solar PV,-0.0
126,2,Wind offshore,-335.3728787644327
126,3,Wind onshore,-0.0
126,4,Wind offshore,-0.0
127,1,Solar PV,-0.0
127,2,Wind offshore,-340.0075250034743
127,3,Wind onshore,-0.0
127,4,Wind offshore,-0.0
128,1,Solar PV,-0.0
128,2,Wind offshore,-351.8796833583077
128,3,Wind onshore,-0.0
128,4,Wind offshore,-0.0
129,1,Solar PV,-0.0
129,2,Wind offshore,-345.24080388477586
129,3,Wind onshore,-0.0
129,4,Wind offshore,-0.0
130,1,Solar PV,-0.0
130,2,Wind offshore,-332.06694656386134
130,3,Wind onshore,-0.0
130,4,Wind offshore,-0.0
131,1,Solar PV,-0.0
131,2,Wind offshore,-324.8091037038727
131,3,Wind onshore,-0.0
131,4,Wind offshore,-0.0
132,1,Solar PV,-0.0
132,2,Wind offshore,-313.60299209383413
132,3,Wind onshore,-0.0
132,4,Wind offshore,-0.0
133,1,Solar PV,-0.0
133,2,Wind offshore,-309.0998526672519
133,3,Wind onshore,-0.0
133,4,Wind offshore,-0.0
134,1,Solar PV,-0.0
134,2,Wind offshore,-330.53926059179963
134,3,Wind onshore,-0.0
134,4,Wind offshore,-0.0
135,1,Solar PV,-0.0
135,2,Wind offshore,-328.6775373849473
135,3,Wind onshore,-0.0
135,4,Wind offshore,-0.0
136,1,Solar PV,-0.0
136,2,Wind offshore,-305.58258920488106
136,3,Wind onshore,-0.0
136,4,Wind offshore,-0.0
137,1,Solar PV,-0.0
137,2,Wind offshore,-301.83881562885324
137,3,Wind onshore,-0.0
137,4,Wind offshore,-0.0
138,1,Solar PV,-0.0
138,2,Wind offshore,-329.31896323651586
138,3,Wind onshore,-0.0
138,4,Wind offshore,-0.0
139,1,Solar PV,-0.0
139,2,Wind offshore,-322.85266604816735
139,3,Wind onshore,-0.0
139,4,Wind offshore,-0.0
140,1,Solar PV,-0.0
140,2,Wind offshore,-305.0575690424997
140,3,Wind onshore,-0.0
140,4,Wind offshore,-0.0
141,1,Solar PV,-0.0
141,2,Wind offshore,-300.7249444297871
141,3,Wind onshore,-0.0
141,4,Wind offshore,-0.0
142,1,Solar PV,-0.0
142,2,Wind offshore,-294.5877380782247
142,3,Wind onshore,-0.0
142,4,Wind offshore,-0.0
143,1,Solar PV,-0.0
143,2,Wind offshore,-333.73635877612105
143,3,Wind onshore,-0.0
143,4,Wind offshore,-0.0
144,1,Solar PV,-0.0
144,2,Wind offshore,-322.36254634870267
144,3,Wind onshore,-0.0
144,4,Wind offshore,-0.0
145,1,Solar PV,-0.0
145,2,Wind offshore,-319.63884608738624
145,3,Wind onshore,-0.0
145,4,Wind offshore,-0.0
146,1,Solar PV,-0.0
146,2,Wind offshore,-327.77408074703743
146,3,Wind onshore,-0.0
146,4,Wind offshore,-0.0
147,1,Solar PV,-0.0
147,2,Wind offshore,-330.44859987660925
147,3,Wind onshore,-0.0
147,4,Wind offshore,-0.0
148,1,Solar PV,-0.0
148,2,Wind offshore,-346.01044369433384
148,3,Wind onshore,-0.0
148,4,Wind offshore,-0.0
149,1,Solar PV,-0.0
149,2,Wind offshore,-342.76375109800057
149,3,Wind onshore,-0.0
149,4,Wind offshore,-0.0
150,1,Solar PV,-0.0
150,2,Wind offshore,-336.96149213175335
150,3,Wind onshore,-0.0
150,4,Wind offshore,-0.0
151,1,Solar PV,-0.0
151,2,Wind offshore,-353.4592170788461
151,3,Wind onshore,-0.0
151,4,Wind offshore,-0.0
152,1,Solar PV,-0.0
152,2,Wind offshore,-342.0897316089874
152,3,Wind onshore,-0.0
152,4,Wind offshore,-0.0
153,1,Solar PV,-0.0
153,2,Wind offshore,-331.7152169844647
153,3,Wind onshore,-0.0
153,4,Wind offshore,-0.0
154,1,Solar PV,-0.0
154,2,Wind offshore,-326.4691791469678
154,3,Wind onshore,-0.0
154,4,Wind offshore,-0.0
155,1,Solar PV,-0.0
155,2,Wind offshore,-324.4299042050713
155,3,Wind onshore,-0.0
155,4,Wind offshore,-0.0
156,1,Solar PV,-0.0
156,2,Wind offshore,-318.00158795755505
156,3,Wind onshore,-0.0
156,4,Wind offshore,-0.0
157,1,Solar PV,-0.0
157,2,Wind offshore,-320.964163493369
157,3,Wind onshore,-0.0
157,4,Wind offshore,-0.0
158,1,Solar PV,-0.0
158,2,Wind offshore,-329.6635663209508
158,3,Wind onshore,-0.0
158,4,Wind offshore,-0.0
159,1,Solar PV,-0.0
159,2,Wind offshore,-333.0538951959378
159,3,Wind onshore,-0.0
159,4,Wind offshore,-0.0
160,1,Solar PV,-0.0
160,2,Wind offshore,-336.50300052783734
160,3,Wind onshore,-0.0
160,4,Wind offshore,-0.0
161,1,Solar PV,-0.0
161,2,Wind offshore,-325.24805938439977
161,3,Wind onshore,-0.0
161,4,Wind offshore,-0.0
162,1,Solar PV,-0.0
162,2,Wind offshore,-333.96994352524257
162,3,Wind onshore,-0.0
162,4,Wind offshore,-0.0
163,1,Solar PV,-0.0
163,2,Wind offshore,-338.9482092322186
163,3,Wind onshore,-0.0
163,4,Wind offshore,-0.0
164,1,Solar PV,-0.0
164,2,Wind offshore,-338.55985927590547
164,3,Wind onshore,-0.0
164,4,Wind offshore,-0.0
165,1,Solar PV,-0.0
165,2,Wind offshore,-335.4557736968643
165,3,Wind onshore,-0.0
165,4,Wind offshore,-0.0
166,1,Solar PV,-0.0
166,2,Wind offshore,-331.9884033548535
166,3,Wind onshore,-0.0
166,4,Wind offshore,-0.0
167,1,Solar PV,-0.0
167,2,Wind offshore,-323.6528940154257
167,3,Wind onshore,-0.0
167,4,Wind offshore,-0.0
168,1,Solar PV,-0.0
168,2,Wind offshore,-306.5988864602487
168,3,Wind onshore,-0.0
168,4,Wind offshore,-0.0
