time,unit,fuel,output
64,3,Wind onshore,-0.0
64,4,Wind offshore,-0.0
65,1,Solar PV,-0.0
65,2,Wind offshore,-273.1846129222409
65,3,Wind onshore,-0.0
65,4,Wind offshore,-0.0
66,1,Solar PV,-0.0
66,2,Wind offshore,-275.9680303342402
66,3,Wind onshore,-0.0
66,4,Wind offshore,-0.0
67,1,Solar PV,-0.0
67,2,Wind offshore,-283.9777483760824
67,3,Wind onshore,-0.0
67,4,Wind offshore,-0.0
68,1,Solar PV,-0.0
68,2,Wind offshore,-306.7153612534451
68,3,Wind onshore,-0.0
68,4,Wind offshore,-0.0
69,1,Solar PV,-0.0
69,2,Wind offshore,-161.70014547134383
69,3,Wind onshore,-0.0
69,4,Wind offshore,-0.0
70,1,Solar PV,-0.0
70,2,Wind offshore,-168.15771543847805
70,3,Wind onshore,-0.0
70,4,Wind offshore,-0.0
71,1,Solar PV,-0.0
71,2,Wind offshore,-172.29894975696848
71,3,Wind onshore,-0.0
71,4,Wind offshore,-0.0
72,1,Solar PV,-0.0
72,2,Wind offshore,-178.44831237463006
72,3,Wind onshore,-0.0
72,4,Wind offshore,-0.0
73,1,Solar PV,-0.0
73,2,Wind offshore,-181.13716274044484
73,3,Wind onshore,-0.0
73,4,Wind offshore,-0.0
74,1,Solar PV,-0.0
74,2,Wind offshore,-156.98338205370817
74,3,Wind onshore,-0.0
74,4,Wind offshore,-0.0
75,1,Solar PV,-0.0
75,2,Wind offshore,-164.47214379862393
75,3,Wind onshore,-0.0
75,4,Wind offshore,-0.0
76,1,Solar PV,-0.0
76,2,Wind offshore,-171.921811616382
76,3,Wind onshore,-0.0
76,4,Wind offshore,-0.0
77,1,Solar PV,-0.0
77,2,Wind offshore,-160.7622559010189
77,3,Wind onshore,-0.0
77,4,Wind offshore,-0.0
78,1,Solar PV,-0.0
78,2,Wind offshore,-148.05232782877448
78,3,Wind onshore,-0.0
78,4,Wind offshore,-0.0
79,1,Solar PV,-0.0
79,2,Wind offshore,-268.4111947243124
79,3,Wind onshore,-0.0
79,4,Wind offshore,-0.0
80,1,Solar PV,-0.0
80,2,Wind offshore,-235.8373601493973
80,3,Wind onshore,-0.0
80,4,Wind offshore,-0.0
81,1,Solar PV,-0.0
81,2,Wind offshore,-200.75837955661493
81,3,Wind onshore,-0.0
81,4,Wind offshore,-0.0
82,1,Solar PV,-0.0
82,2,Wind offshore,-172.3471215170901
82,3,Wind onshore,-0.0
82,4,Wind offshore,-0.0
83,1,Solar PV,-0.0
83,2,Wind offshore,-134.72775082853593
83,3,Wind onshore,-0.0
83,4,Wind offshore,-0.0
84,1,Solar PV,-0.0
84,2,Wind offshore,-131.57371278800062
84,3,Wind onshore,-0.0
84,4,Wind offshore,-0.0
85,1,Solar PV,-0.0
85,2,Wind offshore,-149.6146520632288
85,3,Wind onshore,-0.0
85,4,Wind offshore,-0.0
86,1,Solar PV,-0.0
86,2,Wind offshore,-176.54168430555296
86,3,Wind onshore,-0.0
86,4,Wind offshore,-0.0
87,1,Solar PV,-0.0
87,2,Wind offshore,-206.4163071514601
87,3,Wind onshore,-0.0
87,4,Wind offshore,-0.0
88,1,Solar PV,-0.0
88,2,Wind offshore,-219.61932220982757
88,3,Wind onshore,-0.0
88,4,Wind offshore,-0.0
89,1,Solar PV,-0.0
89,2,Wind offshore,-209.7054602800912
89,3,Wind onshore,-0.0
89,4,Wind offshore,-0.0
90,1,Solar PV,-0.0
90,2,Wind offshore,-196.70923173908696
90,3,Wind onshore,-0.0
90,4,Wind offshore,-0.0
91,1,Solar PV,-0.0
91,2,Wind offshore,-183.59662579183316
91,3,Wind onshore,-0.0
91,4,Wind offshore,-0.0
92,1,Solar PV,-0.0
92,2,Wind offshore,-185.65889700142245
92,3,Wind onshore,-0.0
92,4,Wind offshore,-0.0
93,1,Solar PV,-0.0
93,2,Wind offshore,-188.72940018759206
93,3,Wind onshore,-0.0
93,4,Wind offshore,-0.0
94,1,Solar PV,-0.0
94,2,Wind offshore,-175.93073919886714
94,3,Wind onshore,-0.0
94,4,Wind offshore,-0.0
95,1,Solar PV,-0.0
95,2,Wind offshore,-158.00097420918578
95,3,Wind onshore,-0.0
95,4,Wind offshore,-0.0
96,1,Solar PV,-0.0
96,2,Wind offshore,-70.26813376645873
96,3,Wind onshore,-0.0
96,4,Wind offshore,-0.0
97,1,Solar PV,-0.0
97,2,Wind offshore,-51.022692250413606
97,3,Wind onshore,-0.0
97,4,Wind offshore,-0.0
98,1,Solar PV,-0.0
98,2,Wind offshore,-21.38665200037876
98,3,Wind onshore,-0.0
98,4,Wind offshore,-0.0
99,1,Solar PV,-0.0
99,2,Wind offshore,-8.33518052270783
99,3,Wind onshore,-0.0
99,4,Wind offshore,-0.0
100,1,Solar PV,-0.0
100,2,Wind offshore,-0.0
100,3,Wind onshore,-0.0
100,4,Wind offshore,-0.0
101,1,Solar PV,-0.0
101,2,Wind offshore,-0.055372668246245205
101,3,Wind onshore,-0.0
101,4,Wind offshore,-0.0
102,1,Solar PV,-0.0
102,2,Wind offshore,-8.455707583347289
102,3,Wind onshore,-0.0
102,4,Wind offshore,-0.0
103,1,Solar PV,-0.0
103,2,Wind offshore,-56.93344823023839
103,3,Wind onshore,-0.0
103,4,Wind offshore,-0.0
104,1,Solar PV,-0.0
104,2,Wind offshore,-116.88144383604637
104,3,Wind onshore,-0.0
104,4,Wind offshore,-0.0
105,1,Solar PV,-0.0
105,2,Wind offshore,-161.4828642118315
105,3,Wind onshore,-0.0
105,4,Wind offshore,-0.0
106,1,Solar PV,-0.0
106,2,Wind offshore,-167.15001406829373
106,3,Wind onshore,-0.0
106,4,Wind offshore,-0.0
107,1,Solar PV,-0.0
107,2,Wind offshore,-161.1543404125129
107,3,Wind onshore,-0.0
107,4,Wind offshore,-0.0
108,1,Solar PV,-0.0
108,2,Wind offshore,-158.83687735841764
108,3,Wind onshore,-0.0
108,4,Wind offshore,-0.0
109,1,Solar PV,-0.0
109,2,Wind offshore,-151.75592723961367
109,3,Wind onshore,-0.0
109,4,Wind offshore,-0.0
110,1,Solar PV,-0.0
110,2,Wind offshore,-155.7115996392516
110,3,Wind onshore,-0.0
110,4,Wind offshore,-0.0
111,1,Solar PV,-0.0
111,2,Wind offshore,-161.28798447343712
111,3,Wind onshore,-0.0
111,4,Wind offshore,-0.0
112,1,Solar PV,-0.0
112,2,Wind offshore,-170.8643037875031
112,3,Wind onshore,-0.0
112,4,Wind offshore,-0.0
113,1,Solar PV,-0.0
113,2,Wind offshore,-170.89868168390132
113,3,Wind onshore,-0.0
113,4,Wind offshore,-0.0
114,1,Solar PV,-0.0
114,2,Wind offshore,-187.04831975498334
114,3,Wind onshore,-0.0
114,4,Wind offshore,-0.0
115,1,Solar PV,-0.0
115,2,Wind offshore,-192.61652385775446
115,3,Wind onshore,-0.0
115,4,Wind offshore,-0.0
116,1,Solar PV,-0.0
116,2,Wind offshore,-194.96084581950814
116,3,Wind onshore,-0.0
116,4,Wind offshore,-0.0
117,1,Solar PV,-0.0
117,2,Wind offshore,-210.68796681345674
117,3,Wind onshore,-0.0
117,4,Wind offshore,-0.0
118,1,Solar PV,-0.0
118,2,Wind offshore,-219.9676019315222
118,3,Wind onshore,-0.0
118,4,Wind offshore,-0.0
119,1,Solar PV,-0.0
119,2,Wind offshore,-235.32726309680626
119,3,Wind onshore,-0.0
119,4,Wind offshore,-0.0
120,1,Solar PV,-0.0
120,2,Wind offshore,-125.79792355319297
120,3,Wind onshore,-0.0
120,4,Wind offshore,-0.0
121,1,Solar PV,-0.0
121,2,Wind offshore,-137.13623902815476
121,3,Wind onshore,-0.0
121,4,Wind offshore,-0.0
122,1,Solar PV,-0.0
122,2,Wind offshore,-142.94888323189667
122,3,Wind onshore,-0.0
122,4,Wind offshore,-0.0
123,1,Solar PV,-0.0
123,2,Wind offshore,-154.9925887549151
123,3,Wind onshore,-0.0
123,4,Wind offshore,-0.0
124,1,Solar PV,-0.0
124,2,Wind offshore,-167.14734761197482
124,3,Wind onshore,-0.0
124,4,Wind offshore,-0.0
125,1,Solar PV,-0.0
125,2,Wind offshore,-173.8713815880951
125,3,Wind onshore,-0.0
125,4,Wind offshore,-0.0
126,1,Solar PV,-0.0
126,2,Wind offshore,-167.37631855364137
126,3,Wind onshore,-0.0
126,4,Wind offshore,-0.0
127,1,Solar PV,-0.0
127,2,Wind offshore,-165.69703792207088
127,3,Wind onshore,-0.0
127,4,Wind offshore,-0.0
128,1,Solar PV,-0.0
128,2,Wind offshore,-335.92676787041614
128,3,Wind onshore,-0.0
128,4,Wind offshore,-0.0
129,1,Solar PV,-0.0
129,2,Wind offshore,-321.3114306529386
129,3,Wind onshore,-0.0
129,4,Wind offshore,-0.0
130,1,Solar PV,-0.0
130,2,Wind offshore,-305.2766838211932
130,3,Wind onshore,-0.0
130,4,Wind offshore,-0.0
131,1,Solar PV,-0.0
131,2,Wind offshore,-300.61747047012176
131,3,Wind onshore,-0.0
131,4,Wind offshore,-0.0
132,1,Solar PV,-0.0
132,2,Wind offshore,-296.0928899689775
132,3,Wind onshore,-0.0
132,4,Wind offshore,-0.0
133,1,Solar PV,-0.0
133,2,Wind offshore,-300.2031997017282
133,3,Wind onshore,-0.0
133,4,Wind offshore,-0.0
134,1,Solar PV,-0.0
134,2,Wind offshore,-322.7980335431636
134,3,Wind onshore,-0.0
134,4,Wind offshore,-0.0
135,1,Solar PV,-0.0
135,2,Wind offshore,-156.73368214237647
135,3,Wind onshore,-0.0
135,4,Wind offshore,-0.0
136,1,Solar PV,-0.0
136,2,Wind offshore,-283.52079807502486
136,3,Wind onshore,-0.0
136,4,Wind offshore,-0.0
137,1,Solar PV,-0.0
137,2,Wind offshore,-279.7770244989961
137,3,Wind onshore,-0.0
137,4,Wind offshore,-0.0
138,1,Solar PV,-0.0
138,2,Wind offshore,-302.5215130784199
138,3,Wind onshore,-0.0
138,4,Wind offshore,-0.0
139,1,Solar PV,-0.0
139,2,Wind offshore,-296.0552158900711
139,3,Wind onshore,-0.0
139,4,Wind offshore,-0.0
140,1,Solar PV,-0.0
140,2,Wind offshore,-281.98671318604437
140,3,Wind onshore,-0.0
140,4,Wind offshore,-0.0
141,1,Solar PV,-0.0
141,2,Wind offshore,-284.4251237692282
141,3,Wind onshore,-0.0
141,4,Wind offshore,-0.0
142,1,Solar PV,-0.0
142,2,Wind offshore,-286.9013665769838
142,3,Wind onshore,-0.0
142,4,Wind offshore,-0.0
143,1,Solar PV,-0.0
143,2,Wind offshore,-166.86817938806055
143,3,Wind onshore,-0.0
143,4,Wind offshore,-0.0
144,1,Solar PV,-0.0
144,2,Wind offshore,-161.2039478741626
144,3,Wind onshore,-0.0
144,4,Wind offshore,-0.0
145,1,Solar PV,-0.0
145,2,Wind offshore,-160.01478365696923
145,3,Wind onshore,-0.0
145,4,Wind offshore,-0.0
146,1,Solar PV,-0.0
146,2,Wind offshore,-164.63113043193673
146,3,Wind onshore,-0.0
146,4,Wind offshore,-0.0
147,1,Solar PV,-0.0
147,2,Wind offshore,-166.23022437289694
147,3,Wind onshore,-0.0
147,4,Wind offshore,-0.0
148,1,Solar PV,-0.0
148,2,Wind offshore,-174.0111462817592
148,3,Wind onshore,-0.0
148,4,Wind offshore,-0.0
149,1,Solar PV,-0.0
149,2,Wind offshore,-167.15900507231407
149,3,Wind onshore,-0.0
149,4,Wind offshore,-0.0
150,1,Solar PV,-0.0
150,2,Wind offshore,-158.14853914272146
150,3,Wind onshore,-0.0
150,4,Wind offshore,-0.0
151,1,Solar PV,-0.0
151,2,Wind offshore,-176.60150008615452
151,3,Wind onshore,-0.0
151,4,Wind offshore,-0.0
152,1,Solar PV,-0.0
152,2,Wind offshore,-167.42496666034677
152,3,Wind onshore,-0.0
152,4,Wind offshore,-0.0
153,1,Solar PV,-0.0
153,2,Wind offshore,-158.27382620394462
153,3,Wind onshore,-0.0
153,4,Wind offshore,-0.0
154,1,Solar PV,-0.0
154,2,Wind offshore,-153.73926567358836
154,3,Wind onshore,-0.0
154,4,Wind offshore,-0.0
155,1,Solar PV,-0.0
155,2,Wind offshore,-296.8258072459472
155,3,Wind onshore,-0.0
155,4,Wind offshore,-0.0
156,1,Solar PV,-0.0
156,2,Wind offshore,-149.54422278861193
156,3,Wind onshore,-0.0
156,4,Wind offshore,-0.0
157,1,Solar PV,-0.0
157,2,Wind offshore,-155.29348242645517
157,3,Wind onshore,-0.0
157,4,Wind offshore,-0.0
158,1,Solar PV,-0.0
158,2,Wind offshore,-163.28710461123512
158,3,Wind onshore,-0.0
158,4,Wind offshore,-0.0
159,1,Solar PV,-0.0
159,2,Wind offshore,-160.67554446906237
159,3,Wind onshore,-0.0
159,4,Wind offshore,-0.0
160,1,Solar PV,-0.0
160,2,Wind offshore,-158.09337255534587
160,3,Wind onshore,-0.0
160,4,Wind offshore,-0.0
161,1,Solar PV,-0.0
161,2,Wind offshore,-306.4342543856797
161,3,Wind onshore,-0.0
161,4,Wind offshore,-0.0
162,1,Solar PV,-0.0
162,2,Wind offshore,-307.17968078257667
162,3,Wind onshore,-0.0
162,4,Wind offshore,-0.0
163,1,Solar PV,-0.0
163,2,Wind offshore,-310.01850465574057
163,3,Wind onshore,-0.0
163,4,Wind offshore,-0.0
164,1,Solar PV,-0.0
164,2,Wind offshore,-159.31938332520951
164,3,Wind onshore,-0.0
164,4,Wind offshore,-0.0
165,1,Solar PV,-0.0
165,2,Wind offshore,-206.47302957146317
165,3,Wind onshore,-0.0
165,4,Wind offshore,-0.0
166,1,Solar PV,-0.0
166,2,Wind offshore,-322.7060975735666
166,3,Wind onshore,-0.0
166,4,Wind offshore,-0.0
167,1,Solar PV,-0.0
167,2,Wind offshore,-322.69800665088866
167,3,Wind onshore,-0.0
167,4,Wind offshore,-0.0
168,1,Solar PV,-0.0
168,2,Wind offshore,-308.61073532943345
168,3,Wind onshore,-0.0
168,4,Wind offshore,-0.0
