time,unit,fuel,output_up
16,12,HardCoal,0.0
17,1,NaturalGas,0.0
17,2,NaturalGas,0.0
17,3,Lignite,0.0
17,4,Nuclear,267.52898300000015
17,5,Oil,0.0
17,6,NaturalGas,0.0
17,7,NaturalGas,0.0
17,8,HardCoal,0.0
17,9,HardCoal,0.0
17,10,Lignite,0.0
17,11,Lignite,0.6238539855777603
17,12,HardCoal,0.0
18,1,NaturalGas,0.0
18,2,NaturalGas,0.0
18,3,Lignite,0.0
18,4,Nuclear,256.4588809999998
18,5,Oil,0.0
18,6,NaturalGas,0.0
18,7,NaturalGas,0.0
18,8,HardCoal,0.0
18,9,HardCoal,0.0
18,10,Lignite,0.0
18,11,Lignite,23.513450575735195
18,12,HardCoal,0.0
19,1,NaturalGas,0.0
19,2,NaturalGas,0.0
19,3,Lignite,0.0
19,4,Nuclear,291.2861892510163
19,5,Oil,0.0
19,6,NaturalGas,0.0
19,7,NaturalGas,0.0
19,8,HardCoal,0.0
19,9,HardCoal,0.0
19,10,Lignite,0.0
19,11,Lignite,0.0
19,12,HardCoal,0.0
20,1,NaturalGas,0.0
20,2,NaturalGas,0.0
20,3,Lignite,0.0
20,4,Nuclear,300.57756171099214
20,5,Oil,0.0
20,6,NaturalGas,0.0
20,7,NaturalGas,0.0
20,8,HardCoal,0.0
20,9,HardCoal,0.0
20,10,Lignite,0.0
20,11,Lignite,0.0
20,12,HardCoal,0.0
21,1,NaturalGas,0.0
21,2,NaturalGas,0.0
21,3,Lignite,51.46795299999999
21,4,Nuclear,261.29283003656735
21,5,Oil,0.0
21,6,NaturalGas,0.0
21,7,NaturalGas,0.0
21,8,HardCoal,0.0
21,9,HardCoal,0.0
21,10,Lignite,0.0
21,11,Lignite,0.0
21,12,HardCoal,0.0
22,1,NaturalGas,0.0
22,2,NaturalGas,0.0
22,3,Lignite,64.77465600000019
22,4,Nuclear,253.10312591585858
22,5,Oil,0.0
22,6,NaturalGas,0.0
22,7,NaturalGas,0.0
22,8,HardCoal,0.0
22,9,HardCoal,0.0
22,10,Lignite,0.0
22,11,Lignite,0.0
22,12,HardCoal,0.0
23,1,NaturalGas,0.0
23,2,NaturalGas,0.0
23,3,Lignite,75.0
23,4,Nuclear,187.78301894089995
23,5,Oil,0.0
23,6,NaturalGas,0.0
23,7,NaturalGas,0.0
23,8,HardCoal,0.0
23,9,HardCoal,0.0
23,10,Lignite,0.0
23,11,Lignite,0.0
23,12,HardCoal,0.0
24,1,NaturalGas,0.0
24,2,NaturalGas,0.0
24,3,Lignite,75.0
24,4,Nuclear,128.4423262623339
24,5,Oil,0.0
24,6,NaturalGas,0.0
24,7,NaturalGas,0.0
24,8,HardCoal,0.0
24,9,HardCoal,0.0
24,10,Lignite,0.0
24,11,Lignite,0.0
24,12,HardCoal,0.0
25,1,NaturalGas,0.0
25,2,NaturalGas,0.0
25,3,Lignite,75.0
25,4,Nuclear,67.81763375369756
25,5,Oil,0.0
25,6,NaturalGas,0.0
25,7,NaturalGas,0.0
25,8,HardCoal,0.0
25,9,HardCoal,0.0
25,10,Lignite,0.0
25,11,Lignite,0.0
25,12,HardCoal,0.0
26,1,NaturalGas,0.0
26,2,NaturalGas,0.0
26,3,Lignite,75.0
26,4,Nuclear,42.506364797785025
26,5,Oil,0.0
26,6,NaturalGas,0.0
26,7,NaturalGas,0.0
26,8,HardCoal,0.0
26,9,HardCoal,0.0
26,10,Lignite,0.0
26,11,Lignite,0.0
26,12,HardCoal,0.0
27,1,NaturalGas,0.0
27,2,NaturalGas,0.0
27,3,Lignite,75.0
27,4,Nuclear,40.892961344396504
27,5,Oil,0.0
27,6,NaturalGas,0.0
27,7,NaturalGas,0.0
27,8,HardCoal,0.0
27,9,HardCoal,0.0
27,10,Lignite,0.0
27,11,Lignite,0.0
27,12,HardCoal,0.0
28,1,NaturalGas,0.0
28,2,NaturalGas,0.0
28,3,Lignite,75.0
28,4,Nuclear,79.93952783198839
28,5,Oil,0.0
28,6,NaturalGas,0.0
28,7,NaturalGas,0.0
28,8,HardCoal,0.0
28,9,HardCoal,0.0
28,10,Lignite,0.0
28,11,Lignite,0.0
28,12,HardCoal,0.0
29,1,NaturalGas,0.0
29,2,NaturalGas,0.0
29,3,Lignite,75.0
29,4,Nuclear,153.46608985163036
29,5,Oil,0.0
29,6,NaturalGas,0.0
29,7,NaturalGas,0.0
29,8,HardCoal,0.0
29,9,HardCoal,0.0
29,10,Lignite,0.0
29,11,Lignite,10.995094780801795
29,12,HardCoal,0.0
30,1,NaturalGas,0.0
30,2,NaturalGas,0.0
30,3,Lignite,31.629047000000156
30,4,Nuclear,219.40513986328867
30,5,Oil,0.0
30,6,NaturalGas,0.0
30,7,NaturalGas,0.0
30,8,HardCoal,0.0
30,9,HardCoal,0.0
30,10,Lignite,0.0
30,11,Lignite,70.9950947808018
30,12,HardCoal,0.0
31,1,NaturalGas,0.0
31,2,NaturalGas,0.0
31,3,Lignite,0.0
31,4,Nuclear,146.4050964400797
31,5,Oil,0.0
31,6,NaturalGas,0.0
31,7,NaturalGas,0.0
31,8,HardCoal,0.0
31,9,HardCoal,0.0
31,10,Lignite,0.0
31,11,Lignite,130.9950947808018
31,12,HardCoal,34.4718850786796
32,1,NaturalGas,0.0
32,2,NaturalGas,0.0
32,3,Lignite,0.0
32,4,Nuclear,33.65219199999983
32,5,Oil,0.0
32,6,NaturalGas,0.0
32,7,NaturalGas,0.0
32,8,HardCoal,0.0
32,9,HardCoal,0.0
32,10,Lignite,0.0
32,11,Lignite,188.87866878080172
32,12,HardCoal,74.4718850786796
33,1,NaturalGas,17.860527247929326
33,2,NaturalGas,0.0
33,3,Lignite,0.0
33,4,Nuclear,26.209205999999963
33,5,Oil,0.0
33,6,NaturalGas,0.0
33,7,NaturalGas,0.0
33,8,HardCoal,0.0
33,9,HardCoal,0.0
33,10,Lignite,0.0
33,11,Lignite,139.38357399999995
33,12,HardCoal,114.4718850786796
34,1,NaturalGas,0.0
34,2,NaturalGas,0.0
34,3,Lignite,0.0
34,4,Nuclear,3.2863530000001973
34,5,Oil,0.0
34,6,NaturalGas,0.0
34,7,NaturalGas,0.0
34,8,HardCoal,0.0
34,9,HardCoal,0.0
34,10,Lignite,0.0
34,11,Lignite,79.38357399999995
34,12,HardCoal,142.6751363772732
35,1,NaturalGas,0.0
35,2,NaturalGas,0.0
35,3,Lignite,0.0
35,4,Nuclear,0.0
35,5,Oil,0.0
35,6,NaturalGas,0.0
35,7,NaturalGas,0.0
35,8,HardCoal,0.0
35,9,HardCoal,0.0
35,10,Lignite,0.0
35,11,Lignite,19.383573999999946
35,12,HardCoal,165.7630590828667
36,1,NaturalGas,0.0
36,2,NaturalGas,0.0
36,3,Lignite,0.0
36,4,Nuclear,0.0
36,5,Oil,0.0
36,6,NaturalGas,0.0
36,7,NaturalGas,0.0
36,8,HardCoal,0.0
36,9,HardCoal,0.0
36,10,Lignite,0.0
36,11,Lignite,0.0
36,12,HardCoal,173.1764419720702
37,1,NaturalGas,40.0
37,2,NaturalGas,0.0
37,3,Lignite,0.0
37,4,Nuclear,0.0
37,5,Oil,0.0
37,6,NaturalGas,0.0
37,7,NaturalGas,0.0
37,8,HardCoal,0.0
37,9,HardCoal,0.0
37,10,Lignite,0.0
37,11,Lignite,41.32388000000016
37,12,HardCoal,158.53919076135182
38,1,NaturalGas,0.0
38,2,NaturalGas,0.0
38,3,Lignite,0.0
38,4,Nuclear,0.0
38,5,Oil,0.0
38,6,NaturalGas,0.0
38,7,NaturalGas,0.0
38,8,HardCoal,0.0
38,9,HardCoal,0.0
38,10,Lignite,0.0
38,11,Lignite,66.38913800000003
38,12,HardCoal,143.93965654951336
39,1,NaturalGas,25.400364962997067
39,2,NaturalGas,0.0
39,3,Lignite,0.0
39,4,Nuclear,0.0
39,5,Oil,0.0
39,6,NaturalGas,0.0
39,7,NaturalGas,0.0
39,8,HardCoal,0.0
39,9,HardCoal,0.0
39,10,Lignite,0.0
39,11,Lignite,95.56888999999984
39,12,HardCoal,136.2954187727225
40,1,NaturalGas,0.0
40,2,NaturalGas,0.0
40,3,Lignite,0.0
40,4,Nuclear,0.0
40,5,Oil,0.0
40,6,NaturalGas,0.0
40,7,NaturalGas,0.0
40,8,HardCoal,0.0
40,9,HardCoal,0.0
40,10,Lignite,0.0
40,11,Lignite,58.109504825005146
40,12,HardCoal,151.29851603381823
41,1,NaturalGas,40.0
41,2,NaturalGas,22.003219171018664
41,3,Lignite,0.0
41,4,Nuclear,0.0
41,5,Oil,0.0
41,6,NaturalGas,0.0
41,7,NaturalGas,0.0
41,8,HardCoal,0.0
41,9,HardCoal,0.0
41,10,Lignite,0.0
41,11,Lignite,0.0
41,12,HardCoal,151.3275320338185
42,1,NaturalGas,40.0
42,2,NaturalGas,16.417839281583824
42,3,Lignite,0.0
42,4,Nuclear,0.0
42,5,Oil,0.0
42,6,NaturalGas,0.0
42,7,NaturalGas,0.0
42,8,HardCoal,0.0
42,9,HardCoal,0.0
42,10,Lignite,0.0
42,11,Lignite,0.0
42,12,HardCoal,145.1150402946536
43,1,NaturalGas,0.0
43,2,NaturalGas,22.948386408495104
43,3,Lignite,0.0
43,4,Nuclear,0.0
43,5,Oil,0.0
43,6,NaturalGas,0.0
43,7,NaturalGas,0.0
43,8,HardCoal,0.0
43,9,HardCoal,0.0
43,10,Lignite,0.0
43,11,Lignite,0.0
43,12,HardCoal,150.1184124976104
44,1,NaturalGas,0.0
44,2,NaturalGas,0.0
44,3,Lignite,0.0
44,4,Nuclear,46.188884000000115
44,5,Oil,0.0
44,6,NaturalGas,0.0
44,7,NaturalGas,0.0
44,8,HardCoal,0.0
44,9,HardCoal,0.0
44,10,Lignite,0.0
44,11,Lignite,60.00000000000001
44,12,HardCoal,116.64156649761053
45,1,NaturalGas,0.0
45,2,NaturalGas,0.0
45,3,Lignite,0.0
45,4,Nuclear,65.03081999999995
45,5,Oil,0.0
45,6,NaturalGas,0.0
45,7,NaturalGas,0.0
45,8,HardCoal,0.0
45,9,HardCoal,0.0
45,10,Lignite,0.0
45,11,Lignite,83.02520068728931
45,12,HardCoal,76.64156649761053
46,1,NaturalGas,0.0
46,2,NaturalGas,0.0
46,3,Lignite,0.0
46,4,Nuclear,49.320019000000045
46,5,Oil,0.0
46,6,NaturalGas,0.0
46,7,NaturalGas,0.0
46,8,HardCoal,0.0
46,9,HardCoal,0.0
46,10,Lignite,0.0
46,11,Lignite,125.04762942462678
46,12,HardCoal,36.641566497610526
47,1,NaturalGas,0.0
47,2,NaturalGas,0.0
47,3,Lignite,0.0
47,4,Nuclear,107.04751209838807
47,5,Oil,0.0
47,6,NaturalGas,0.0
47,7,NaturalGas,0.0
47,8,HardCoal,0.0
47,9,HardCoal,0.0
47,10,Lignite,0.0
47,11,Lignite,86.54762942462678
47,12,HardCoal,0.0
48,1,NaturalGas,0.0
48,2,NaturalGas,0.0
48,3,Lignite,0.0
48,4,Nuclear,155.82623372097316
48,5,Oil,0.0
48,6,NaturalGas,0.0
48,7,NaturalGas,0.0
48,8,HardCoal,0.0
48,9,HardCoal,0.0
48,10,Lignite,0.0
48,11,Lignite,26.547629424626784
48,12,HardCoal,0.0
49,1,NaturalGas,0.0
49,2,NaturalGas,0.0
49,3,Lignite,0.0
49,4,Nuclear,180.50958060480545
49,5,Oil,0.0
49,6,NaturalGas,0.0
49,7,NaturalGas,0.0
49,8,HardCoal,0.0
49,9,HardCoal,0.0
49,10,Lignite,0.0
49,11,Lignite,0.0
49,12,HardCoal,0.0
50,1,NaturalGas,0.0
50,2,NaturalGas,0.0
50,3,Lignite,0.0
50,4,Nuclear,181.0157235316677
50,5,Oil,0.0
50,6,NaturalGas,0.0
50,7,NaturalGas,0.0
50,8,HardCoal,0.0
50,9,HardCoal,0.0
50,10,Lignite,0.0
50,11,Lignite,0.0
50,12,HardCoal,0.0
51,1,NaturalGas,0.0
51,2,NaturalGas,0.0
51,3,Lignite,0.0
51,4,Nuclear,193.86613277182926
51,5,Oil,0.0
51,6,NaturalGas,0.0
51,7,NaturalGas,0.0
51,8,HardCoal,0.0
51,9,HardCoal,0.0
51,10,Lignite,0.0
51,11,Lignite,0.0
51,12,HardCoal,0.0
52,1,NaturalGas,0.0
52,2,NaturalGas,0.0
52,3,Lignite,0.0
52,4,Nuclear,181.14988625673953
52,5,Oil,0.0
52,6,NaturalGas,0.0
52,7,NaturalGas,0.0
52,8,HardCoal,0.0
52,9,HardCoal,0.0
52,10,Lignite,0.0
52,11,Lignite,21.50000000000003
52,12,HardCoal,0.0
53,1,NaturalGas,0.0
53,2,NaturalGas,0.0
53,3,Lignite,0.0
53,4,Nuclear,124.66518419833807
53,5,Oil,0.0
53,6,NaturalGas,0.0
53,7,NaturalGas,0.0
53,8,HardCoal,0.0
53,9,HardCoal,0.0
53,10,Lignite,0.0
53,11,Lignite,81.50000000000003
53,12,HardCoal,24.74617095967815
54,1,NaturalGas,0.0
54,2,NaturalGas,0.0
54,3,Lignite,0.0
54,4,Nuclear,47.62653569561844
54,5,Oil,0.0
54,6,NaturalGas,0.0
54,7,NaturalGas,0.0
54,8,HardCoal,0.0
54,9,HardCoal,0.0
54,10,Lignite,0.0
54,11,Lignite,137.31132099999996
54,12,HardCoal,64.74617095967815
55,1,NaturalGas,5.782348498038681
55,2,NaturalGas,0.0
55,3,Lignite,0.0
55,4,Nuclear,24.253444999999818
55,5,Oil,0.0
55,6,NaturalGas,0.0
55,7,NaturalGas,0.0
55,8,HardCoal,0.0
55,9,HardCoal,0.0
55,10,Lignite,0.0
55,11,Lignite,137.31132099999994
55,12,HardCoal,104.74617095967815
56,1,NaturalGas,0.0
56,2,NaturalGas,16.34086082735884
56,3,Lignite,0.0
56,4,Nuclear,0.0
56,5,Oil,0.0
56,6,NaturalGas,0.0
56,7,NaturalGas,0.0
56,8,HardCoal,0.0
56,9,HardCoal,0.0
56,10,Lignite,0.0
56,11,Lignite,77.31132099999995
56,12,HardCoal,144.74617095967815
57,1,NaturalGas,0.0
57,2,NaturalGas,0.0
57,3,Lignite,0.0
57,4,Nuclear,0.0
57,5,Oil,0.0
57,6,NaturalGas,0.0
57,7,NaturalGas,0.0
57,8,HardCoal,0.0
57,9,HardCoal,0.0
57,10,Lignite,0.0
57,11,Lignite,48.17785799999981
57,12,HardCoal,167.17588955484706
58,1,NaturalGas,0.0
58,2,NaturalGas,0.0
58,3,Lignite,0.0
58,4,Nuclear,0.0
58,5,Oil,0.0
58,6,NaturalGas,0.0
58,7,NaturalGas,0.0
58,8,HardCoal,0.0
58,9,HardCoal,0.0
58,10,Lignite,0.0
58,11,Lignite,38.17708699999982
58,12,HardCoal,185.18356859854325
59,1,NaturalGas,40.0
59,2,NaturalGas,0.0
59,3,Lignite,0.0
59,4,Nuclear,0.0
59,5,Oil,0.0
59,6,NaturalGas,0.0
59,7,NaturalGas,0.0
59,8,HardCoal,0.0
59,9,HardCoal,0.0
59,10,Lignite,0.0
59,11,Lignite,22.664718999999867
59,12,HardCoal,196.97309150865058
60,1,NaturalGas,40.0
60,2,NaturalGas,0.0
60,3,Lignite,0.0
60,4,Nuclear,0.0
60,5,Oil,0.0
60,6,NaturalGas,0.0
60,7,NaturalGas,0.0
60,8,HardCoal,0.0
60,9,HardCoal,0.0
60,10,Lignite,0.0
60,11,Lignite,12.1147000000001
60,12,HardCoal,196.3423275606352
61,1,NaturalGas,0.0
61,2,NaturalGas,0.0
61,3,Lignite,0.0
61,4,Nuclear,0.0
61,5,Oil,0.0
61,6,NaturalGas,0.0
61,7,NaturalGas,0.0
61,8,HardCoal,0.0
61,9,HardCoal,0.0
61,10,Lignite,0.0
61,11,Lignite,15.268461999999783
61,12,HardCoal,188.6810887734148
62,1,NaturalGas,17.027809956669813
62,2,NaturalGas,0.0
62,3,Lignite,0.0
62,4,Nuclear,0.0
62,5,Oil,0.0
62,6,NaturalGas,0.0
62,7,NaturalGas,0.0
62,8,HardCoal,0.0
62,9,HardCoal,0.0
62,10,Lignite,0.0
62,11,Lignite,40.273154
62,12,HardCoal,176.97622092589555
63,1,NaturalGas,57.02780995666982
63,2,NaturalGas,0.0
63,3,Lignite,0.0
63,4,Nuclear,16.62120000000007
63,5,Oil,0.0
63,6,NaturalGas,0.0
63,7,NaturalGas,0.0
63,8,HardCoal,0.0
63,9,HardCoal,0.0
63,10,Lignite,0.0
63,11,Lignite,60.00000000000001
63,12,HardCoal,172.72302828181378
64,1,NaturalGas,17.027809956669813
64,2,NaturalGas,21.909648944002
64,3,Lignite,0.0
64,4,Nuclear,0.0
64,5,Oil,0.0
64,6,NaturalGas,0.0
64,7,NaturalGas,0.0
64,8,HardCoal,0.0
64,9,HardCoal,0.0
64,10,Lignite,0.0
64,11,Lignite,0.0
64,12,HardCoal,187.37666948559152
65,1,NaturalGas,57.02780995666982
65,2,NaturalGas,39.889637324307614
65,3,Lignite,0.0
65,4,Nuclear,0.0
65,5,Oil,0.0
65,6,NaturalGas,0.0
65,7,NaturalGas,0.0
65,8,HardCoal,0.0
65,9,HardCoal,0.0
65,10,Lignite,0.0
65,11,Lignite,0.0
65,12,HardCoal,169.6338349999997
66,1,NaturalGas,40.0
66,2,NaturalGas,33.45538396413943
66,3,Lignite,0.0
66,4,Nuclear,0.0
66,5,Oil,0.0
66,6,NaturalGas,0.0
66,7,NaturalGas,0.0
66,8,HardCoal,0.0
66,9,HardCoal,0.0
66,10,Lignite,0.0
66,11,Lignite,0.0
66,12,HardCoal,170.0
67,1,NaturalGas,0.0
67,2,NaturalGas,37.547569294129836
67,3,Lignite,0.0
67,4,Nuclear,0.0
67,5,Oil,0.0
67,6,NaturalGas,0.0
67,7,NaturalGas,0.0
67,8,HardCoal,0.0
67,9,HardCoal,0.0
67,10,Lignite,0.0
67,11,Lignite,0.07520299999987934
67,12,HardCoal,174.64308157083056
68,1,NaturalGas,0.0
68,2,NaturalGas,13.73285526198007
68,3,Lignite,0.0
68,4,Nuclear,77.10145299999995
68,5,Oil,0.0
68,6,NaturalGas,0.0
68,7,NaturalGas,0.0
68,8,HardCoal,0.0
68,9,HardCoal,0.0
68,10,Lignite,0.0
68,11,Lignite,60.07520299999989
68,12,HardCoal,134.64308157083056
69,1,NaturalGas,0.0
69,2,NaturalGas,0.0
69,3,Lignite,0.0
69,4,Nuclear,130.21643800000015
69,5,Oil,0.0
69,6,NaturalGas,0.0
69,7,NaturalGas,0.0
69,8,HardCoal,0.0
69,9,HardCoal,0.0
69,10,Lignite,0.0
69,11,Lignite,110.2435776296665
69,12,HardCoal,94.64308157083056
70,1,NaturalGas,0.0
70,2,NaturalGas,0.0
70,3,Lignite,0.0
70,4,Nuclear,150.89692199999965
70,5,Oil,0.0
70,6,NaturalGas,0.0
70,7,NaturalGas,0.0
70,8,HardCoal,0.0
70,9,HardCoal,0.0
70,10,Lignite,0.0
70,11,Lignite,133.8647844046064
70,12,HardCoal,54.64308157083055
71,1,NaturalGas,0.0
71,2,NaturalGas,0.0
71,3,Lignite,0.0
71,4,Nuclear,234.5886079828748
71,5,Oil,0.0
71,6,NaturalGas,0.0
71,7,NaturalGas,0.0
71,8,HardCoal,0.0
71,9,HardCoal,0.0
71,10,Lignite,0.0
71,11,Lignite,95.28958140460652
71,12,HardCoal,14.64308157083054
72,1,NaturalGas,0.0
72,2,NaturalGas,0.0
72,3,Lignite,0.0
72,4,Nuclear,320.1342817804949
72,5,Oil,0.0
72,6,NaturalGas,0.0
72,7,NaturalGas,0.0
72,8,HardCoal,0.0
72,9,HardCoal,0.0
72,10,Lignite,0.0
72,11,Lignite,35.28958140460653
72,12,HardCoal,0.0
73,1,NaturalGas,0.0
73,2,NaturalGas,0.0
73,3,Lignite,63.67582000000007
73,4,Nuclear,296.5866566117054
73,5,Oil,0.0
73,6,NaturalGas,0.0
73,7,NaturalGas,0.0
73,8,HardCoal,0.0
73,9,HardCoal,0.0
73,10,Lignite,0.0
73,11,Lignite,0.0
73,12,HardCoal,0.0
74,1,NaturalGas,0.0
74,2,NaturalGas,0.0
74,3,Lignite,75.0
74,4,Nuclear,264.95558623823223
74,5,Oil,0.0
74,6,NaturalGas,0.0
74,7,NaturalGas,0.0
74,8,HardCoal,0.0
74,9,HardCoal,0.0
74,10,Lignite,0.0
74,11,Lignite,0.0
74,12,HardCoal,0.0
75,1,NaturalGas,0.0
75,2,NaturalGas,0.0
75,3,Lignite,75.0
75,4,Nuclear,268.14851372806396
75,5,Oil,0.0
75,6,NaturalGas,0.0
75,7,NaturalGas,0.0
75,8,HardCoal,0.0
75,9,HardCoal,0.0
75,10,Lignite,0.0
75,11,Lignite,0.0
75,12,HardCoal,0.0
76,1,NaturalGas,0.0
76,2,NaturalGas,0.0
76,3,Lignite,44.443114999999956
76,4,Nuclear,276.06278388579983
76,5,Oil,0.0
76,6,NaturalGas,0.0
76,7,NaturalGas,0.0
76,8,HardCoal,0.0
76,9,HardCoal,0.0
76,10,Lignite,0.0
76,11,Lignite,21.500000000000018
76,12,HardCoal,0.0
77,1,NaturalGas,0.0
77,2,NaturalGas,0.0
77,3,Lignite,0.0
77,4,Nuclear,199.01212417406265
77,5,Oil,0.0
77,6,NaturalGas,0.0
77,7,NaturalGas,0.0
77,8,HardCoal,0.0
77,9,HardCoal,0.0
77,10,Lignite,0.0
77,11,Lignite,81.50000000000001
77,12,HardCoal,40.0
78,1,NaturalGas,0.0
78,2,NaturalGas,0.0
78,3,Lignite,0.0
78,4,Nuclear,132.05360783513177
78,5,Oil,0.0
78,6,NaturalGas,0.0
78,7,NaturalGas,0.0
78,8,HardCoal,0.0
78,9,HardCoal,0.0
78,10,Lignite,0.0
78,11,Lignite,92.12595500000043
78,12,HardCoal,80.0
79,1,NaturalGas,36.441828993513504
79,2,NaturalGas,0.0
79,3,Lignite,0.0
79,4,Nuclear,23.548663999999686
79,5,Oil,0.0
79,6,NaturalGas,0.0
79,7,NaturalGas,0.0
79,8,HardCoal,0.0
79,9,HardCoal,0.0
79,10,Lignite,0.0
79,11,Lignite,92.12595500000043
79,12,HardCoal,120.00000000000001
80,1,NaturalGas,0.0
80,2,NaturalGas,13.168758963340599
80,3,Lignite,0.0
80,4,Nuclear,0.0
80,5,Oil,0.0
80,6,NaturalGas,0.0
80,7,NaturalGas,0.0
80,8,HardCoal,0.0
80,9,HardCoal,0.0
80,10,Lignite,0.0
